Y,onpromotion,htype,locale,locale_name,transferred,f2,date,dcoilwtico,f3,tid,transactions,f5,store_nbr,city,state,stype,cluster,f4,item_nbr,family,class,perishable,f1,unit_sales
99.73982612589316,0,4,2,15,1,99,738,2,608,34520,1,644,39,13,4,2,2,57,453,9,175,1,734,3.0
-5315.653572440697,0,4,2,15,1,506,1136,0,874,54697,3,606,19,18,12,1,5,235,1554,12,26,0,164,9.0
-8410.016750236184,2,4,2,15,1,835,38,7,377,1722,1,161,22,0,15,3,8,663,620,3,70,0,800,3.0
1061.428473174632,0,4,2,15,1,933,962,0,161,45580,3,992,26,4,6,3,0,760,1207,9,173,1,387,3.0
5758.803200582353,1,4,2,15,1,199,1016,2,169,48414,6,991,44,18,12,0,10,295,330,9,175,1,528,10.0
-4306.916268153572,0,4,2,15,1,981,1489,4,430,73163,4,811,10,2,12,1,5,790,2098,9,172,1,46,16.0
-4398.710096881037,1,4,2,15,1,95,1138,0,486,54796,0,264,12,10,3,2,14,228,219,12,46,0,611,3.0
-656.3713263947575,0,4,2,15,1,885,1170,0,121,56527,6,677,47,18,12,0,13,639,2696,18,238,0,568,2.0
-9059.816981570875,1,4,2,15,1,663,1562,4,733,77022,0,839,0,18,12,3,12,993,771,12,18,0,42,1.0
-3898.3799130139614,0,4,2,15,1,190,896,5,83,42237,1,573,13,19,2,2,6,915,237,29,209,1,824,2.0
-7425.934398968742,0,4,2,15,1,813,1097,0,352,52659,5,560,48,18,12,0,10,967,641,3,69,0,642,16.0
-6263.13348324089,0,4,2,15,1,3,661,6,238,30846,4,357,10,2,12,1,5,790,2599,3,67,0,988,1.0
-346.1905562783286,0,4,2,15,1,835,1682,2,414,83535,2,493,37,12,8,3,3,115,3784,28,162,1,524,8.785
-8684.442097087034,0,4,2,15,1,782,959,1,719,45403,1,723,3,18,12,3,8,847,287,12,56,0,99,2.0
-171.7167382751286,1,4,2,15,1,209,1055,1,798,50476,1,777,39,13,4,2,2,57,2984,30,107,1,910,13.369
-13976.48371456674,0,4,2,15,1,459,919,4,666,43418,5,214,48,18,12,0,10,967,850,8,127,1,688,10.0
-1017.947431949196,1,4,2,15,1,531,1677,3,2,83251,3,8,23,8,6,3,0,166,2750,30,111,1,629,27.695
-4056.021993668516,0,4,2,15,1,575,1186,0,513,57358,1,425,32,17,9,2,2,326,1288,8,133,1,614,1.0
5152.178290350066,2,4,2,15,1,699,378,6,168,17539,1,933,14,9,7,2,14,262,188,12,19,0,238,1.0
-9422.798548837804,0,4,2,15,1,648,566,9,466,26335,1,143,22,0,15,3,8,663,2546,3,65,0,834,4.0
-10250.90000080838,0,4,2,15,1,443,1597,4,856,78956,6,737,48,18,12,0,10,967,1729,12,26,0,950,7.0
-3126.8972586309574,2,4,2,15,1,297,427,8,923,19861,2,724,37,12,8,3,3,115,935,7,218,0,367,4.0
-5969.148099932243,0,4,2,15,1,627,1025,1,232,48873,3,381,26,4,6,3,0,760,3390,15,285,0,675,2.0
-11587.086317864723,0,4,2,15,1,199,1536,2,663,75673,0,328,29,8,6,2,2,829,891,29,203,1,584,1.0
2962.4104372936545,0,4,2,15,1,199,1016,2,169,48372,5,977,2,18,12,3,7,508,2488,3,70,0,21,3.0
2704.532131306435,0,4,2,15,1,573,1394,3,162,68214,3,483,5,18,12,3,12,18,3755,12,21,0,189,2.0
3388.0856735813486,2,4,2,15,1,941,352,8,325,16369,1,986,24,20,13,3,0,370,1662,8,129,1,522,4.0
-2619.7793210168693,2,4,2,15,1,139,28,7,426,1270,0,746,31,8,6,2,2,555,1120,12,56,0,64,11.0
-4157.762387357932,0,2,1,4,0,972,1222,1,224,59277,6,192,43,18,12,0,4,413,3007,30,112,1,746,12.198
-5210.428985921993,0,4,2,15,1,483,1423,2,796,69733,0,385,21,16,11,2,6,92,2564,3,78,0,354,14.0
-10097.540639814888,0,3,0,16,0,608,859,5,813,40438,0,26,52,14,10,3,12,276,1526,12,2,0,661,1.0
-10270.189997374651,0,4,2,15,1,283,1469,4,975,72137,6,234,44,18,12,0,10,295,423,12,0,0,580,22.0
-8375.313098870258,0,4,2,15,1,583,973,2,651,46177,0,74,52,14,10,3,12,276,1997,12,47,0,426,1.0
-4543.260585155727,0,4,2,15,1,725,801,1,761,37559,1,907,22,0,15,3,8,663,1144,8,129,1,776,5.0
-16281.054967055828,0,4,2,15,1,159,1360,1,892,66506,1,237,35,11,6,4,9,959,3534,12,23,0,352,3.0
-4737.774385612757,0,2,1,4,0,22,1207,1,579,58490,1,388,52,14,10,3,12,276,304,7,222,0,471,5.0
-6997.627365662185,0,3,3,10,0,676,539,9,325,25077,0,561,35,11,6,4,9,959,1282,12,28,0,710,16.0
-16865.199305327966,0,4,2,15,1,293,1645,1,820,81535,1,28,35,11,6,4,9,959,471,12,26,0,782,9.0
-4195.160716421151,0,4,2,15,1,225,1277,2,611,62172,3,393,23,8,6,3,0,166,328,7,223,0,180,6.0
-3443.56957969364,2,4,2,15,1,502,285,8,62,13210,1,486,11,10,3,2,14,802,31,7,228,0,850,8.0
9118.25534328642,0,4,2,15,1,413,1443,4,86,70772,4,997,5,18,12,3,12,18,2493,8,139,1,218,1.0
3175.993147905942,0,4,2,15,1,704,979,1,50,46484,6,429,46,18,12,0,13,65,2055,5,185,1,565,3.0
-8995.863919744026,0,4,2,15,1,929,1410,1,857,69047,2,848,6,18,12,3,7,926,72,12,64,0,575,4.0
-1200.0030349096232,0,4,2,15,1,946,1598,4,122,79011,3,545,49,0,15,0,13,496,3449,8,134,1,16,5.0
2993.447090445934,0,4,2,15,1,804,610,7,248,28434,5,851,45,18,12,0,13,282,2457,18,240,0,1,2.0
-1124.233732871484,2,4,2,15,1,930,19,7,576,873,2,980,50,8,6,0,16,604,505,12,29,0,928,3.0
-10307.38458222277,0,4,2,15,1,558,1395,2,966,68310,2,585,50,8,6,0,16,604,2980,30,107,1,6,35.376
-8890.403652563316,1,4,2,15,1,103,834,5,933,39169,1,833,3,18,12,3,8,847,1206,9,173,1,821,7.0
-6229.562470560664,0,3,0,21,0,481,911,5,473,42978,1,378,4,21,14,3,3,552,2895,30,104,1,775,2.0
-5395.45307862186,0,4,2,15,1,961,1341,1,26,65549,4,164,47,18,12,0,13,639,2570,3,79,0,38,5.0
-2973.838220570516,0,4,2,15,1,421,1263,3,267,61438,0,513,31,8,6,2,2,555,948,12,25,0,619,1.0
-1083.067816959071,0,4,2,15,1,126,999,1,522,47522,4,699,44,18,12,0,10,295,248,12,16,0,475,6.0
3384.08355158906,0,4,2,15,1,410,1304,0,211,63603,2,695,23,8,6,3,0,166,1083,7,222,0,584,4.0
-282.920237348148,0,4,2,15,1,367,1105,0,248,53036,2,255,1,18,12,3,12,75,1636,3,71,0,900,13.0
-6248.762739433731,0,4,2,15,1,551,1539,2,242,75810,4,94,7,18,12,3,7,470,3758,12,21,0,246,3.0
-10818.15032834795,0,4,2,15,1,449,687,5,831,32124,5,24,45,18,12,0,13,282,1892,8,138,1,193,4.0
-9825.561529006924,0,4,2,15,1,607,1537,2,700,75722,0,340,25,8,6,3,9,583,1074,3,71,0,136,3.0
-6237.9829634912,0,4,2,15,1,444,797,3,653,37386,4,613,47,18,12,0,13,639,2081,12,1,0,997,1.0
-6778.240307207667,2,4,2,15,1,490,384,7,643,17816,1,867,9,18,12,2,14,920,1685,12,26,0,381,1.0
-4285.517370472237,0,4,2,15,1,35,836,5,641,39269,3,259,5,18,12,3,12,18,1245,7,230,0,223,38.0
-2076.900904305097,2,4,2,15,1,432,350,7,318,16255,3,193,1,18,12,3,12,75,37,12,9,0,379,2.0
-4780.704091642971,1,4,2,15,1,227,1123,0,292,54036,5,423,47,18,12,0,13,639,2547,3,65,0,831,6.0
-11191.652356551152,0,4,2,15,1,134,1324,3,592,64641,2,357,6,18,12,3,7,926,947,12,25,0,954,5.0
-7125.429460338798,0,3,0,17,0,950,643,6,760,30004,2,605,36,3,0,3,1,565,1994,12,9,0,524,7.0
-6399.91670784099,0,4,2,15,1,106,608,6,10,28326,2,233,30,1,9,1,9,824,551,12,49,0,101,14.0
-12630.10656645068,0,3,0,5,0,662,1276,3,729,62118,1,156,22,0,15,3,8,663,3381,8,140,1,144,2.0
-1084.425281550668,1,4,2,15,1,94,1414,2,398,69281,2,405,37,12,8,3,3,115,1876,25,248,0,531,1.0
-5227.19564811057,1,4,2,15,1,542,1628,1,984,80626,5,712,44,18,12,0,10,295,3024,30,118,1,807,19.885
-170.244255937072,0,4,2,15,1,38,1479,4,372,72670,4,929,47,18,12,0,13,639,2650,3,85,0,775,4.0
-8842.273741533672,2,4,2,15,1,650,273,8,190,12658,1,27,26,4,6,3,0,760,373,12,51,0,520,5.0
-6616.614363845333,0,4,2,15,1,777,769,3,733,36019,0,321,52,14,10,3,12,276,2273,3,70,0,791,1.0
-8512.095935078747,0,4,2,15,1,402,851,5,655,40045,2,454,50,8,6,0,16,604,751,5,186,1,62,23.0
412.4386241975717,0,4,2,15,1,51,842,5,274,39574,1,587,17,18,12,1,15,301,1906,8,137,1,758,2.0
-2659.723912625819,0,0,1,4,0,49,1084,0,443,52003,1,936,29,8,6,2,2,829,259,25,243,0,816,4.0
-6991.58930123955,0,4,2,15,1,432,690,5,64,32271,5,337,48,18,12,0,10,967,706,24,156,1,480,53.88
-13241.726291402643,0,4,2,15,1,179,1487,4,725,73077,2,272,30,1,9,1,9,824,3338,7,234,0,41,6.0
-4468.945014115986,2,4,2,15,1,210,389,7,7,18048,2,515,6,18,12,3,7,926,2859,30,112,1,214,10.0
-7206.326163049812,0,4,2,15,1,822,1151,0,772,55514,0,785,41,3,0,3,1,797,497,12,19,0,925,2.0
536.0137154761142,0,3,0,6,0,675,580,7,640,27023,6,960,44,18,12,0,10,295,1418,22,93,0,366,5.0
602.2467493349841,0,4,2,15,1,780,586,8,279,27294,1,622,32,17,9,2,2,326,548,12,36,0,870,1.0
-160.27991724601816,2,4,2,15,1,861,347,7,218,16139,2,998,30,1,9,1,9,824,338,7,220,0,307,5.0
-8007.668211085288,0,4,2,15,1,580,815,3,388,38263,0,118,31,8,6,2,2,555,518,12,2,0,601,4.0
-1664.3249008346472,0,4,2,15,1,741,994,1,290,47260,1,93,42,6,5,4,9,33,2899,30,112,1,948,4.0
-13215.989641918368,0,4,2,15,1,923,1165,0,981,56255,1,62,40,13,4,3,3,476,413,3,70,0,975,1.0
-5624.55761611091,0,4,2,15,1,833,1502,4,771,73876,0,270,34,15,6,2,2,100,3654,12,19,0,895,2.0
-10157.317005416318,0,4,2,15,1,822,1151,0,772,55490,1,16,17,18,12,1,15,301,94,12,32,0,499,1.0
-1136.7498829556534,1,4,2,15,1,724,1413,2,382,69235,7,637,43,18,12,0,4,413,1865,25,253,0,870,3.0
-7137.046903075404,2,4,2,15,1,217,241,9,365,11167,0,97,40,13,4,3,3,476,833,9,172,1,625,2.0
-8876.809888550702,0,4,2,15,1,316,1129,0,792,54350,6,330,43,18,12,0,4,413,3241,3,73,0,404,6.0
1650.3719613180192,0,4,2,15,1,304,1299,1,564,63338,3,841,23,8,6,3,0,166,3202,25,248,0,771,3.0
-499.277088921624,2,3,1,4,0,261,305,7,56,14177,8,448,43,18,12,0,4,413,1258,7,222,0,237,42.0
4187.887065397295,0,4,2,15,1,418,709,5,390,33173,2,903,37,12,8,3,3,115,2901,30,109,1,363,5.472
-6372.078693120024,1,4,2,15,1,912,950,1,264,44951,3,394,10,2,12,1,5,790,2897,30,117,1,761,3.0
-7919.520728092336,0,3,0,9,0,915,1363,2,574,66626,2,713,0,18,12,3,12,993,1317,8,127,1,983,8.0
-5836.855457275441,2,4,2,15,1,13,211,9,563,9753,2,513,36,3,0,3,1,565,1206,9,173,1,821,2.0
-1416.1686963565262,0,2,1,4,0,658,1206,1,460,58406,2,423,20,21,14,1,5,150,269,7,213,0,984,2.0
-1449.9573766041958,2,3,0,7,0,111,173,7,799,7963,3,706,5,18,12,3,12,18,1179,12,18,0,32,1.0
-11293.844602065925,0,3,0,16,0,506,1588,3,990,78457,1,801,35,11,6,4,9,959,2628,3,85,0,461,1.0
-7720.24944497972,0,4,2,15,1,621,1000,1,768,47551,1,181,20,21,14,1,5,150,1715,11,146,0,93,3.0
-3602.05360213906,0,4,2,15,1,116,472,9,116,21954,2,394,16,18,12,2,11,667,444,12,21,0,824,5.0
-12368.251154419166,0,4,2,15,1,373,1561,4,904,77019,2,267,50,8,6,0,16,604,1365,12,49,0,551,1.0
-2252.959782830196,0,4,2,15,1,862,895,5,593,42204,1,696,32,17,9,2,2,326,1778,3,71,0,355,10.0
-3501.386504574948,0,4,2,15,1,565,571,9,818,26559,3,526,5,18,12,3,12,18,2425,18,238,0,95,3.0
-946.042189512069,2,4,2,15,1,664,85,7,513,3904,5,661,45,18,12,0,13,282,1410,8,133,1,802,3.0
-1948.871573480918,0,3,1,4,0,793,1034,3,541,49366,2,338,42,6,5,4,9,33,3611,12,46,0,942,9.0
-13550.53001074455,0,2,1,4,0,529,1204,1,820,58327,4,52,47,18,12,0,13,639,1025,12,0,0,734,3.0
16.156359265320134,0,4,2,15,1,486,1519,4,805,74777,0,869,34,15,6,2,2,100,2549,3,65,0,573,1.0
-8846.288535459298,0,4,2,15,1,127,1312,1,482,64014,3,402,10,2,12,1,5,790,1322,12,5,0,389,2.0
100.10422083346384,2,4,2,15,1,124,421,8,923,19587,5,914,46,18,12,0,13,65,1264,7,233,0,983,1.0
-5382.903669288634,0,4,2,15,1,735,723,5,149,33815,2,489,3,18,12,3,8,847,1395,7,222,0,199,1.0
318.3124113501581,0,4,2,15,1,67,641,6,10,29878,6,570,2,18,12,3,7,508,929,8,129,1,274,21.0
-6014.843399849771,1,4,2,15,1,961,1578,2,653,77898,2,706,16,18,12,2,11,667,2969,30,106,1,494,7.052
-13540.86323729692,0,4,2,15,1,48,746,2,847,34885,1,207,16,18,12,2,11,667,365,10,164,1,1,20.0
-375.03102000913066,0,4,2,15,1,915,506,9,16,23534,2,94,37,12,8,3,3,115,38,12,9,0,309,1.0
802.6241752389496,0,4,2,15,1,909,1023,1,388,48784,7,851,43,18,12,0,4,413,373,12,51,0,520,13.0
-17006.048226132203,0,4,2,15,1,986,1099,0,987,52725,2,241,8,18,12,1,5,960,2639,3,77,0,547,4.0
1524.4427803102683,0,4,2,15,1,967,1100,0,1,52789,2,376,19,18,12,1,5,235,1546,8,129,1,658,13.0
-5929.358671097476,0,4,2,15,1,404,870,5,326,40960,3,420,33,8,6,1,5,644,1890,8,135,1,102,1.0
-6937.081730698635,0,4,2,15,1,137,490,8,663,22785,1,625,22,0,15,3,8,663,478,12,9,0,511,7.0
-13078.310501631846,0,4,2,15,1,506,1136,0,874,54719,1,367,41,3,0,3,1,797,1523,12,1,0,496,1.0
-1885.48794609978,0,4,2,15,1,886,1027,1,82,49003,1,452,50,8,6,0,16,604,52,3,70,0,978,11.0
-272.46908218187764,0,4,2,15,1,900,1651,2,365,81861,2,492,37,12,8,3,3,115,436,7,213,0,118,1.0
-1391.5953538320557,0,4,2,15,1,432,690,5,64,32243,1,593,15,21,14,2,2,667,2477,18,240,0,447,2.0
-11783.340446946426,0,4,2,15,1,180,649,6,410,30269,1,92,9,18,12,2,14,920,138,10,164,1,909,3.0
-8402.095932767697,2,4,2,15,1,306,80,6,905,3638,2,871,3,18,12,3,8,847,1515,25,243,0,603,5.0
-2952.735112852972,0,4,2,15,1,530,1624,1,380,80372,3,944,6,18,12,3,7,926,2704,8,143,1,769,2.0
-9414.893639724787,0,4,2,15,1,728,1234,3,640,59903,2,310,33,8,6,1,5,644,31,7,228,0,850,6.0
-1135.1097313738428,0,6,1,4,0,795,717,5,244,33529,4,157,5,18,12,3,12,18,1953,28,163,1,330,0.8269999999999998
-8281.44974391072,2,4,2,15,1,729,182,8,799,8409,1,249,32,17,9,2,2,326,678,9,168,1,977,5.0
-4000.467231710296,0,4,2,15,1,81,1626,1,315,80517,7,340,43,18,12,0,4,413,3243,23,265,0,414,3.0
930.1888610905644,0,4,2,15,1,573,1394,3,162,68255,5,868,47,18,12,0,13,639,2706,26,314,0,458,3.0
-3099.537144088325,1,3,0,13,0,831,1434,4,318,70323,3,618,33,8,6,1,5,644,3394,15,285,0,781,2.0
-13016.30829692109,0,4,2,15,1,974,1315,1,592,64192,0,54,29,8,6,2,2,829,3031,30,119,1,873,9.0
-3285.290962005656,0,4,2,15,1,725,1149,0,397,55397,2,828,30,1,9,1,9,824,122,8,128,1,889,3.0
-5590.943892397891,0,3,1,4,0,878,949,1,492,44893,2,738,3,18,12,3,8,847,2608,3,79,0,758,2.0
-13759.64651862354,1,4,2,15,1,256,1634,1,672,80941,1,282,35,11,6,4,9,959,824,7,218,0,247,4.0
-7435.827769613609,2,4,2,15,1,538,368,6,828,17088,4,225,37,12,8,3,3,115,1474,3,72,0,227,11.0
-2058.6345796726696,0,4,2,15,1,660,1169,0,389,56432,2,148,5,18,12,3,12,18,537,12,8,0,935,5.0
-1638.5986353895296,0,4,2,15,1,206,917,4,604,43312,1,502,42,6,5,4,9,33,2311,3,71,0,220,142.0
-10596.965058768725,0,3,3,10,0,820,1632,1,939,80827,0,657,29,8,6,2,2,829,3970,8,137,1,924,2.0
-10877.606200001646,1,4,2,15,1,860,1500,4,750,73763,1,300,27,8,6,4,9,587,3386,15,285,0,14,1.0
3038.228788905325,0,4,2,15,1,227,1123,0,292,54009,1,687,20,21,14,1,5,150,1783,12,14,0,976,1.0
8219.67703415066,2,4,2,15,1,743,307,7,72,14234,3,921,1,18,12,3,12,75,320,5,186,1,611,13.0
-6290.840755583862,0,4,2,15,1,900,1284,1,278,62526,2,591,6,18,12,3,7,926,1271,12,2,0,298,4.0
1991.7283638823287,2,4,2,15,1,258,32,7,233,1428,3,492,1,18,12,3,12,75,1518,5,182,1,664,6.0
-9262.14690656492,0,4,2,15,1,357,1179,0,841,56955,2,879,0,18,12,3,12,993,1933,28,163,1,473,4.267
-1367.9921206327017,0,4,2,15,1,76,969,3,623,45954,1,995,36,3,0,3,1,565,482,7,235,0,597,4.0
-577.3002573418253,0,4,2,15,1,642,1571,3,334,77520,2,879,16,18,12,2,11,667,2062,5,184,1,827,3.0
-9504.366466004323,2,3,3,22,0,482,309,7,735,14346,1,444,22,0,15,3,8,663,1716,11,146,0,562,1.0
-490.1057622280696,0,4,2,15,1,797,1404,1,405,68759,0,859,31,8,6,2,2,555,393,12,8,0,728,16.0
-176.2692615641372,2,4,2,15,1,732,194,9,443,8961,1,944,25,8,6,3,9,583,539,12,26,0,745,2.0
-1285.559765504554,0,4,2,15,1,142,879,5,418,41388,2,565,14,9,7,2,14,262,2036,8,143,1,342,3.0
5269.645124696506,2,3,3,20,0,360,310,7,214,14409,1,743,39,13,4,2,2,57,343,25,243,0,885,2.0
-6616.863650238316,0,4,2,15,1,76,969,3,623,45948,2,724,30,1,9,1,9,824,1862,25,248,0,969,1.0
-3284.9994665928502,0,4,2,15,1,662,1554,4,207,76641,8,279,43,18,12,0,4,413,889,8,131,1,639,15.0
-8658.601030939646,2,0,1,4,0,441,355,8,801,16513,2,478,27,8,6,4,9,587,1192,12,28,0,958,1.0
6625.203393957784,0,4,2,15,1,210,1049,1,40,50124,2,667,5,18,12,3,12,18,832,9,172,1,940,5.0
-10862.75373490502,0,4,2,15,1,199,1016,2,169,48405,1,5,35,11,6,4,9,959,2156,5,180,1,398,2.0
-4245.775240618957,0,4,2,15,1,142,879,5,418,41376,5,457,2,18,12,3,7,508,1555,12,26,0,969,10.0
-6110.059597040528,0,4,2,15,1,311,1608,3,53,79552,2,41,50,8,6,0,16,604,1476,3,72,0,232,2.0
-5406.791537420548,0,4,2,15,1,507,985,1,331,46791,1,613,41,3,0,3,1,797,1934,28,163,1,188,1.407
-8809.759017664706,0,4,2,15,1,444,797,3,653,37363,1,447,22,0,15,3,8,663,1751,3,73,0,406,2.0
-4931.749799249296,0,3,0,0,0,751,679,5,267,31702,4,331,2,18,12,3,7,508,339,7,220,0,38,5.0
-5185.751970026206,2,0,1,4,0,394,354,8,806,16486,8,729,49,0,15,0,13,496,1852,25,244,0,893,2.0
1263.918343161846,0,4,2,15,1,190,896,5,83,42259,2,295,37,12,8,3,3,115,259,25,243,0,816,27.0
-10650.94590447945,0,4,2,15,1,630,601,7,547,28016,2,3,50,8,6,0,16,604,631,7,211,0,845,1.0
-1625.5025852903182,0,4,2,15,1,956,1321,2,437,64495,2,880,16,18,12,2,11,667,1072,12,28,0,797,3.0
-4727.881777742252,2,4,2,15,1,740,33,7,256,1514,7,410,47,18,12,0,13,639,1516,3,69,0,654,20.0
1006.6771972107344,0,3,0,18,0,495,1067,0,368,51093,2,579,20,21,14,1,5,150,2118,11,148,0,864,10.0
-7994.014209409379,0,4,2,15,1,64,1620,2,945,80170,1,335,20,21,14,1,5,150,3429,12,26,0,140,4.0
-8325.680088484176,0,4,2,15,1,900,1651,2,365,81850,2,345,26,4,6,3,0,760,634,12,29,0,6,19.0
2771.828467702902,0,4,2,15,1,29,1250,4,114,60752,0,505,34,15,6,2,2,100,274,12,29,0,372,1.0
-10453.108644265269,0,4,2,15,1,410,1304,0,211,63628,5,56,48,18,12,0,10,967,264,12,19,0,993,2.0
5450.929876855298,0,4,2,15,1,18,604,8,359,28145,2,995,37,12,8,3,3,115,666,12,9,0,278,25.0
-285.0820114973085,0,4,2,15,1,297,1501,4,221,73835,7,294,46,18,12,0,13,65,460,12,46,0,156,23.0
2984.909092832464,0,3,1,4,2,14,1314,1,203,64124,1,746,14,9,7,2,14,262,447,12,19,0,512,1.0
-465.9366134051952,2,4,2,15,1,682,308,6,6,14296,1,593,16,18,12,2,11,667,224,7,227,0,792,11.0
2786.230086740804,0,2,1,4,0,300,1061,0,219,50801,7,541,46,18,12,0,13,65,1902,8,137,1,706,7.0
-16105.313165776628,0,4,2,15,1,63,1178,0,905,56905,2,103,3,18,12,3,8,847,693,10,164,1,720,5.0
-4509.274271923581,0,4,2,15,1,6,1051,0,754,50250,0,895,25,8,6,3,9,583,1512,3,74,0,82,4.0
-2046.535846018088,0,4,2,15,1,369,742,2,422,34701,1,809,27,8,6,4,9,587,166,12,26,0,220,4.0
-6174.452566650822,0,4,2,15,1,45,1039,1,512,49595,2,834,6,18,12,3,7,926,371,7,230,0,107,12.0
-12767.087520034598,0,4,2,15,1,721,1681,3,514,83452,2,182,8,18,12,1,5,960,3091,16,306,0,597,2.0
-8508.1197037077,2,4,2,15,1,227,127,7,103,5822,0,11,29,8,6,2,2,829,428,10,164,1,766,1.0
-5714.484346510705,0,4,2,15,1,936,1181,0,945,57100,2,469,39,13,4,2,2,57,2158,12,18,0,134,1.0
-1772.8366284420108,0,4,2,15,1,924,1254,3,614,60968,2,674,38,3,0,1,5,243,3461,18,240,0,454,5.0
-7620.450047537521,0,4,2,15,1,119,1103,0,757,52953,0,385,24,20,13,3,0,370,2751,30,111,1,336,2.296
1363.312068724912,0,0,0,18,0,45,1066,0,849,51021,3,985,1,18,12,3,12,75,1133,7,216,0,803,6.0
2532.8425300517883,2,4,2,15,1,397,267,8,273,12383,0,663,34,15,6,2,2,100,1263,12,14,0,40,2.0
-13133.88092270298,2,4,2,15,1,331,169,8,764,7793,1,159,26,4,6,3,0,760,1002,12,38,0,935,1.0
-11352.48230270101,0,4,2,15,1,820,1429,4,579,70033,4,412,8,18,12,1,5,960,3102,3,70,0,449,34.0
-842.8368644436007,0,3,3,10,0,449,1268,2,26,61695,3,133,23,8,6,3,0,166,376,12,56,0,130,2.0
-14505.935679533372,0,4,2,15,1,134,1087,0,994,52143,4,302,10,2,12,1,5,790,1528,7,221,0,839,3.0
5879.289407449446,0,4,2,15,1,23,1381,3,2,67558,1,832,14,9,7,2,14,262,1560,7,231,0,444,1.0
-2630.8082135043933,1,4,2,15,1,923,1148,0,130,55323,0,736,9,18,12,2,14,920,1955,28,163,1,850,44.265
-13805.930090541506,0,4,2,15,1,740,711,5,766,33279,7,374,48,18,12,0,10,967,941,12,46,0,318,6.0
-7870.96921878648,0,4,2,15,1,131,1492,4,262,73334,1,158,22,0,15,3,8,663,3053,30,107,1,218,16.733
3803.729487281017,1,4,2,15,1,443,1646,1,323,81588,0,826,34,15,6,2,2,100,3462,18,240,0,21,6.0
-9499.783614861626,0,4,2,15,1,946,993,1,744,47183,1,468,16,18,12,2,11,667,1740,7,230,0,449,14.0
-7028.109630405475,2,4,2,15,1,730,303,7,842,14058,1,989,13,19,2,2,6,915,674,12,26,0,692,1.0
-5230.28350041021,0,4,2,15,1,575,631,6,430,29425,3,504,33,8,6,1,5,644,2468,18,238,0,976,3.0
-8180.578255271437,0,4,2,15,1,418,709,5,390,33185,3,146,50,8,6,0,16,604,2741,30,105,1,701,43.125
-1957.1933686024493,0,3,0,0,0,621,1328,2,377,64885,6,284,46,18,12,0,13,65,1735,12,26,0,139,10.0
-4467.141934551188,2,4,2,15,1,973,160,7,892,7354,4,877,7,18,12,3,7,470,1614,12,47,0,569,10.0
416.0653926255909,0,4,2,15,1,865,1480,4,63,72723,3,737,47,18,12,0,13,639,1751,3,73,0,406,6.0
-10719.644558449409,0,2,1,4,0,918,557,8,488,25906,1,332,13,19,2,2,6,915,980,25,246,0,520,6.0
-4455.704149964431,0,4,2,15,1,381,1050,0,655,50174,4,712,2,18,12,3,7,508,387,12,28,0,419,18.0
3166.595305623252,0,4,2,15,1,833,913,4,280,43115,7,894,44,18,12,0,10,295,1713,12,24,0,142,15.0
-1536.955677314167,0,4,2,15,1,57,1270,2,161,61824,5,26,46,18,12,0,13,65,1414,12,26,0,595,3.0
-670.3857818392844,0,4,2,15,1,918,1483,4,246,72838,2,990,3,18,12,3,8,847,2986,30,107,1,398,0.57
-2633.187793273109,1,3,0,18,0,829,1432,4,474,70220,2,745,36,3,0,3,1,565,3124,18,239,0,639,2.0
-13063.767579191324,0,4,2,15,1,559,1601,3,451,79137,1,13,13,19,2,2,6,915,210,7,232,0,539,11.0
464.18193186837016,0,4,2,15,1,269,478,8,154,22249,1,644,40,13,4,3,3,476,1673,3,71,0,747,12.0
-5823.031902539185,2,4,2,15,1,111,295,7,857,13693,0,820,27,8,6,4,9,587,1457,3,69,0,673,1.0
-1618.3268309951427,0,4,2,15,1,681,1255,3,35,60992,1,802,9,18,12,2,14,920,233,12,38,0,185,1.0
-9392.965639254697,0,4,2,15,1,309,1362,1,160,66592,1,58,18,7,1,2,14,838,16,9,172,1,239,1.0
1721.367194956034,2,4,2,15,1,476,423,9,588,19677,2,814,42,6,5,4,9,33,2444,18,238,0,52,17.0
-5217.853869264851,2,4,2,15,1,612,443,8,792,20621,6,363,46,18,12,0,13,65,1586,24,158,1,256,3.0404
-3053.871408430772,0,4,2,15,1,501,953,1,977,45131,1,891,38,3,0,1,5,243,1695,12,26,0,406,6.0
-920.9850945556876,0,4,2,15,1,524,1552,4,244,76513,0,235,21,16,11,2,6,92,1570,10,165,1,579,10.0
-2346.4727873152515,0,6,1,4,0,127,1408,1,301,68981,7,374,45,18,12,0,13,282,2177,12,28,0,280,3.0
-9812.74744984574,0,4,2,15,1,317,1257,3,587,61130,1,362,41,3,0,3,1,797,2013,12,18,0,942,3.0
1505.135370487421,0,3,1,4,0,260,1130,0,633,54399,0,787,39,13,4,2,2,57,203,12,21,0,826,3.0
-9370.37119467912,0,4,2,15,1,208,1641,2,418,81284,2,436,0,18,12,3,12,993,138,10,164,1,909,10.0
-3681.7357000222255,0,4,2,15,1,128,1060,0,762,50739,3,474,37,12,8,3,3,115,1259,7,222,0,868,10.0
1200.234959049204,0,4,2,15,1,131,1492,4,262,73313,3,450,1,18,12,3,12,75,688,7,219,0,597,2.0
-2249.716625693498,0,4,2,15,1,936,486,8,627,22599,2,734,17,18,12,1,15,301,1812,12,28,0,33,3.0
