date,store_nbr,transactions
2016-10-03,38,2.0
2017-07-21,38,2.0
2017-08-15,6,2.0
2013-03-20,7,2.0
2014-01-05,7,2.0
2014-01-22,7,2.0
2014-06-28,7,2.0
2016-05-28,7,2.0
2016-09-06,7,2.0
2017-02-27,7,2.0
2017-05-10,7,2.0
2017-02-08,4,2.0
2017-07-15,4,2.0
2013-02-09,37,2.0
2017-07-27,37,2.0
2013-10-23,51,2.0
2016-02-27,51,2.0
2017-04-27,51,2.0
2015-11-28,32,0.0
2016-03-25,32,0.0
2017-03-07,32,0.0
2017-06-16,32,0.0
2015-09-19,30,0.0
2016-04-25,30,0.0
2016-12-10,30,0.0
2016-12-27,30,0.0
2017-05-16,30,0.0
2017-06-08,30,0.0
2013-02-19,35,0.0
2014-04-04,35,0.0
2014-05-30,35,0.0
2015-03-17,35,0.0
2015-07-13,35,0.0
2015-10-22,35,0.0
2015-11-08,35,0.0
2016-02-17,35,0.0
2016-06-24,35,0.0
2016-10-03,35,0.0
2016-12-04,35,0.0
2017-01-29,35,0.0
2017-07-21,35,0.0
2013-01-17,26,0.0
2013-09-10,26,0.0
2014-04-27,26,0.0
2015-07-19,26,0.0
2015-09-19,26,0.0
2016-05-22,26,0.0
2017-02-27,26,0.0
2014-06-13,54,0.0
2015-04-17,54,0.0
2016-06-28,54,0.0
2016-09-08,54,0.0
2013-12-10,25,0.0
2017-06-14,25,0.0
2013-05-17,16,0.0
2016-03-29,16,0.0
2016-04-15,16,0.0
2016-09-02,16,0.0
2017-07-07,16,0.0
2016-01-15,22,0.0
2016-09-17,22,0.0
2015-04-03,10,0.0
2015-07-30,10,0.0
2016-07-11,10,0.0
2014-09-23,41,0.0
2016-01-21,21,0.0
2016-03-17,21,0.0
2016-05-18,21,0.0
2013-07-24,28,0.0
2013-12-20,37,3.0
2013-12-30,37,3.0
2016-04-17,17,3.0
2015-07-19,20,3.0
2015-02-14,27,3.0
2017-01-27,1,3.0
2017-07-03,1,3.0
2014-02-26,49,3.0
2014-10-13,49,3.0
2017-05-14,51,3.0
2017-07-15,51,3.0
2013-06-07,7,3.0
2013-09-22,6,3.0
2015-04-11,6,3.0
2016-12-29,6,3.0
2017-01-15,6,3.0
2015-10-22,50,3.0
2016-02-23,24,3.0
2016-12-10,24,3.0
2017-05-16,24,3.0
2013-05-21,11,3.0
2013-06-07,11,3.0
2014-10-30,11,3.0
2015-10-12,11,3.0
2016-09-23,11,3.0
2017-03-22,11,3.0
2013-12-10,2,3.0
2014-05-16,2,3.0
2015-03-03,2,3.0
2013-11-25,34,3.0
2015-01-08,34,3.0
2015-04-19,34,3.0
2016-03-31,34,3.0
2017-05-14,34,3.0
2017-07-09,34,3.0
2013-05-07,9,3.0
2013-12-12,9,3.0
2014-09-29,9,3.0
2015-01-25,9,3.0
2016-01-07,9,3.0
2017-05-31,9,3.0
2013-02-17,8,4.0
2013-06-25,8,4.0
2015-03-15,8,4.0
2017-07-19,8,4.0
2014-06-11,48,4.0
2016-09-06,48,4.0
2014-07-02,11,4.0
2015-02-20,34,4.0
2013-08-05,24,4.0
2014-03-22,24,4.0
2013-04-03,50,4.0
2015-08-25,50,4.0
2015-12-04,50,4.0
2015-12-14,50,4.0
2016-03-24,50,4.0
2013-01-15,3,4.0
2015-09-17,3,4.0
2014-12-14,9,4.0
2016-03-06,9,4.0
2013-04-09,45,4.0
2013-11-14,45,4.0
2013-10-26,50,5.0
2015-09-20,50,5.0
2015-03-12,47,5.0
2016-06-02,47,5.0
2017-04-06,47,5.0
2014-06-08,49,5.0
2016-07-03,49,5.0
2014-01-17,8,5.0
2017-01-14,8,5.0
2013-07-23,45,5.0
2014-02-27,45,5.0
2013-09-11,46,5.0
2015-12-08,46,5.0
2017-03-16,46,5.0
2013-10-04,3,5.0
2014-11-17,3,5.0
2017-03-23,3,5.0
2017-07-19,3,5.0
2016-08-10,47,6.0
2017-06-14,47,6.0
2013-04-20,3,6.0
2015-01-25,3,6.0
2013-02-13,45,6.0
2014-05-07,45,6.0
2016-06-01,45,6.0
2013-08-24,48,6.0
2015-09-19,48,6.0
2015-04-19,49,6.0
2017-05-14,49,6.0
2014-07-06,50,6.0
2015-01-02,50,6.0
2015-12-21,24,6.0
2016-03-04,47,7.0
2017-03-17,45,7.0
2017-04-02,45,7.0
2013-08-04,46,8.0
2013-04-21,45,8.0
2015-05-17,45,8.0
2016-12-24,8,8.0
2015-10-03,47,9.0
2016-12-24,47,9.0
2013-09-21,44,8.0
2014-01-13,44,7.0
2016-01-03,14,0.0
2013-01-06,23,1.0
2013-06-18,23,1.0
2013-08-13,23,1.0
2014-05-31,23,1.0
2014-09-26,23,1.0
2015-05-13,23,1.0
2015-09-08,23,1.0
2015-12-18,23,1.0
2016-04-24,23,1.0
2017-01-30,23,1.0
2017-03-27,23,1.0
2013-06-10,12,1.0
2013-06-26,12,1.0
2016-02-26,12,1.0
2016-10-29,12,1.0
2017-08-06,12,1.0
2014-11-02,33,1.0
2014-06-17,19,1.0
2015-06-15,19,1.0
2015-09-24,19,1.0
2015-09-24,36,1.0
2016-07-28,36,1.0
2013-11-03,41,1.0
2013-12-29,41,1.0
2014-10-16,41,1.0
2014-12-11,41,1.0
2015-03-22,41,1.0
2015-09-18,41,1.0
2016-01-24,41,1.0
2016-05-04,41,1.0
2016-08-30,41,1.0
2017-02-19,41,1.0
2017-08-12,41,1.0
2013-04-11,28,1.0
2013-08-17,28,1.0
2014-03-24,28,1.0
2014-11-08,28,1.0
2016-07-28,28,1.0
2013-05-26,10,1.0
2014-03-30,10,1.0
2014-11-04,10,1.0
2015-01-05,10,1.0
2015-08-22,10,1.0
2016-01-26,10,1.0
2016-02-24,43,1.0
2016-07-13,43,1.0
2017-05-17,43,1.0
2013-03-09,40,1.0
2013-08-13,40,1.0
2014-09-26,40,1.0
2013-11-26,15,1.0
2014-07-03,15,1.0
2014-07-20,15,1.0
2015-03-06,15,1.0
2015-10-11,15,1.0
2016-05-27,15,1.0
2017-03-04,15,1.0
2013-04-13,18,1.0
2016-03-12,18,1.0
2017-06-03,18,1.0
2013-01-08,13,1.0
2013-03-11,13,1.0
2013-10-26,13,1.0
2014-06-02,13,1.0
2015-02-03,13,1.0
2015-11-21,13,1.0
2016-03-01,13,1.0
2013-07-11,31,1.0
2017-01-13,31,1.0
2015-03-20,17,1.0
2015-08-24,17,1.0
2013-11-28,39,1.0
2014-09-05,39,1.0
2016-02-24,39,1.0
2017-08-04,39,1.0
2013-11-28,5,1.0
2017-04-02,5,1.0
2017-07-12,5,1.0
2013-02-12,16,1.0
2013-08-11,16,1.0
2014-11-02,16,1.0
2014-12-28,16,1.0
2015-07-22,29,1.0
2015-09-22,29,1.0
2015-11-17,29,1.0
2016-02-26,29,1.0
2016-04-28,29,1.0
2017-04-10,29,1.0
2014-03-01,54,1.0
2015-05-23,54,1.0
2015-06-09,54,1.0
2016-03-26,54,1.0
2015-05-13,27,1.0
2017-01-30,27,1.0
2016-04-01,53,1.0
2016-07-11,53,1.0
2017-01-07,53,1.0
2017-03-04,53,1.0
2017-05-15,53,1.0
2013-03-17,25,1.0
2013-12-23,25,1.0
2014-01-02,25,1.0
2015-04-12,25,1.0
2017-04-10,25,1.0
2014-08-26,4,1.0
2014-10-21,4,1.0
2015-06-30,4,1.0
2016-08-30,37,1.0
2015-09-28,20,1.0
2016-08-30,20,1.0
2016-09-16,20,1.0
2016-08-11,38,1.0
2017-07-29,1,1.0
2013-12-29,7,1.0
2015-12-22,32,1.0
2017-06-18,29,2.0
2017-06-22,34,2.0
2013-05-25,25,2.0
2016-09-18,53,2.0
2015-12-06,41,2.0
2013-02-21,49,2.0
2013-10-08,49,2.0
2014-06-01,28,2.0
2016-06-26,28,2.0
2015-06-16,20,2.0
2015-08-27,20,2.0
2017-07-11,20,2.0
2016-05-26,9,2.0
2017-04-15,43,2.0
2017-07-25,43,2.0
2013-07-01,18,2.0
2014-05-05,18,2.0
2017-05-02,18,2.0
2015-11-16,40,2.0
2016-12-29,40,2.0
2015-09-09,15,2.0
2015-12-19,15,2.0
2016-02-29,15,2.0
2016-10-05,15,2.0
2017-05-22,15,2.0
2017-02-06,31,2.0
2016-07-19,2,2.0
2016-07-04,17,2.0
2017-04-11,17,2.0
2014-12-10,14,2.0
2017-02-06,14,2.0
2014-04-08,39,2.0
2014-11-23,39,2.0
2015-09-27,39,2.0
2015-01-18,5,2.0
2014-04-12,27,2.0
2016-07-02,27,2.0
2016-10-11,27,2.0
2016-12-06,27,2.0
2017-04-09,27,2.0
2017-08-15,27,2.0
2013-08-26,1,2.0
2014-10-09,1,2.0
2016-06-28,1,2.0
2017-05-02,1,2.0
2013-04-16,38,2.0
2013-05-02,38,2.0
2016-09-04,38,2.0
2013-08-20,6,2.0
2013-10-31,6,2.0
2014-02-26,6,2.0
2015-05-20,6,2.0
2015-11-16,6,2.0
2016-03-23,6,2.0
2016-10-28,6,2.0
2017-02-23,6,2.0
2017-06-14,6,2.0
2013-06-11,4,2.0
2013-09-20,4,2.0
2014-01-26,4,2.0
2014-09-02,4,2.0
2017-01-23,4,2.0
2013-04-22,37,2.0
2013-08-01,37,2.0
2014-03-25,37,2.0
2014-06-05,37,2.0
2014-11-09,37,2.0
2015-01-10,37,2.0
2015-06-16,37,2.0
2017-05-16,37,2.0
2013-08-28,51,2.0
2013-11-08,51,2.0
2014-04-14,51,2.0
2014-08-10,51,2.0
2015-02-16,51,2.0
2016-01-19,51,2.0
2013-01-15,32,0.0
2013-09-18,32,0.0
2014-04-25,32,0.0
2014-06-26,32,0.0
2014-11-30,32,0.0
2015-02-10,32,0.0
2015-06-08,32,0.0
2015-09-17,32,0.0
2015-10-04,32,0.0
2016-01-23,32,0.0
2016-05-03,32,0.0
2016-05-20,32,0.0
2016-10-30,32,0.0
2017-08-11,32,0.0
2013-04-12,30,0.0
2013-08-08,30,0.0
2014-05-26,30,0.0
2015-01-10,30,0.0
2015-09-03,30,0.0
2013-04-16,35,0.0
2014-01-22,35,0.0
2014-03-02,26,0.0
2015-02-12,26,0.0
2017-06-18,26,0.0
2013-01-09,54,0.0
2013-03-06,54,0.0
2013-05-17,54,0.0
2016-04-27,54,0.0
2013-10-15,25,0.0
2014-02-20,25,0.0
2014-06-01,25,0.0
2015-07-15,25,0.0
2015-11-10,25,0.0
2016-03-07,25,0.0
2016-06-26,25,0.0
2017-04-03,25,0.0
2017-05-29,25,0.0
2017-04-26,16,0.0
2017-05-12,16,0.0
2014-10-30,13,0.0
2015-01-27,13,0.0
2016-11-24,13,0.0
2015-12-17,22,0.0
2015-07-17,53,0.0
2015-11-18,53,0.0
2015-11-18,10,0.0
2016-07-27,10,0.0
2016-09-21,10,0.0
2017-04-28,10,0.0
2017-06-29,10,0.0
2013-10-21,41,0.0
2014-07-29,41,0.0
2013-02-03,1,0.0
2014-11-03,1,0.0
2015-03-01,1,0.0
2017-05-12,33,0.0
2013-02-01,28,0.0
2013-12-22,31,3.0
2016-12-29,31,3.0
2014-02-14,37,3.0
2017-07-19,52,3.0
2013-05-19,38,3.0
2013-04-12,7,3.0
2013-11-27,7,3.0
2013-12-14,7,3.0
2017-04-01,7,3.0
2013-03-20,50,3.0
2013-11-04,50,3.0
2013-08-18,24,3.0
2013-10-19,24,3.0
2015-01-10,24,3.0
2015-09-03,24,3.0
2016-06-20,24,3.0
2016-09-29,24,3.0
2017-06-02,24,3.0
2015-06-16,11,3.0
2016-07-29,11,3.0
2013-01-07,2,3.0
2014-02-20,2,3.0
2015-01-23,2,3.0
2015-09-09,2,3.0
2016-06-26,2,3.0
2017-02-17,2,3.0
2015-10-10,34,3.0
2016-11-22,34,3.0
2014-02-22,9,3.0
2014-06-03,9,3.0
2014-08-21,9,3.0
2015-02-10,9,3.0
2015-04-07,9,3.0
2014-07-22,8,4.0
2014-10-09,8,4.0
2015-01-18,8,4.0
2015-03-31,8,4.0
2015-11-22,8,4.0
2015-10-05,48,4.0
2016-11-17,48,4.0
2017-04-06,48,4.0
2013-01-27,49,4.0
2014-08-16,49,4.0
2015-06-03,49,4.0
2013-06-04,11,4.0
2016-02-04,11,4.0
2016-06-01,11,4.0
2016-09-10,11,4.0
2017-07-15,11,4.0
2013-12-09,34,4.0
2014-03-20,34,4.0
2015-05-03,34,4.0
2013-12-26,9,4.0
2014-04-06,9,4.0
2015-02-08,9,4.0
2016-12-24,37,4.0
2015-05-09,24,5.0
2013-01-10,44,5.0
2015-10-03,11,5.0
2013-12-17,49,5.0
2014-10-04,49,5.0
2014-11-29,49,5.0
2016-04-22,49,5.0
2017-02-24,49,5.0
2017-07-31,49,5.0
2013-11-22,8,5.0
2014-11-10,46,5.0
2016-06-21,3,5.0
2016-08-16,3,5.0
2015-01-06,47,6.0
2013-03-20,44,6.0
2013-11-04,44,6.0
2017-03-09,44,6.0
2013-12-28,3,6.0
2016-03-19,3,6.0
2017-04-15,3,6.0
2014-12-18,48,6.0
2016-03-27,48,6.0
2014-12-23,11,6.0
2016-12-16,3,7.0
2013-05-12,48,7.0
2017-03-31,47,7.0
2016-07-24,45,7.0
2015-11-21,47,8.0
2014-04-13,46,8.0
2015-02-13,44,8.0
2015-06-21,44,8.0
2014-04-06,44,9.0
2015-05-03,44,9.0
2013-03-31,23,1.0
2013-10-13,23,1.0
2014-08-23,23,1.0
2015-01-21,23,1.0
2015-12-01,23,1.0
2015-12-12,23,1.0
2016-04-02,23,1.0
2016-06-14,23,1.0
2016-10-15,23,1.0
2013-07-02,12,1.0
2014-01-14,12,1.0
2014-09-12,12,1.0
2015-03-27,12,1.0
2015-11-06,12,1.0
2016-07-04,12,1.0
2017-02-13,12,1.0
2013-01-04,33,1.0
2014-04-14,33,1.0
2013-04-28,19,1.0
2016-01-31,19,1.0
2016-04-13,19,1.0
2017-03-26,19,1.0
2013-08-01,36,1.0
2014-03-24,36,1.0
2016-11-23,36,1.0
2013-10-06,41,1.0
2013-12-18,41,1.0
2014-04-20,41,1.0
2014-10-28,41,1.0
2015-03-28,41,1.0
2015-10-10,41,1.0
2016-06-07,41,1.0
2017-01-17,41,1.0
2013-11-09,28,1.0
2014-03-07,28,1.0
2015-09-01,28,1.0
2016-01-08,28,1.0
2016-07-11,28,1.0
2016-11-11,28,1.0
2017-06-23,28,1.0
2013-01-29,10,1.0
2013-05-21,10,1.0
2014-01-11,10,1.0
2016-09-06,10,1.0
2016-09-12,10,1.0
2016-07-19,43,1.0
2013-06-12,40,1.0
2014-09-20,40,1.0
2015-11-14,40,1.0
2015-07-30,15,1.0
2016-06-02,15,1.0
2015-11-04,18,1.0
2016-03-06,18,1.0
2013-08-26,13,1.0
2014-04-18,13,1.0
2017-07-24,13,1.0
2013-07-05,31,1.0
2014-06-23,31,1.0
2015-06-05,31,1.0
2016-11-24,31,1.0
2017-02-16,31,1.0
2017-03-27,31,1.0
2014-06-19,17,1.0
2015-01-29,17,1.0
2015-04-23,17,1.0
2013-12-04,39,1.0
2015-10-07,39,1.0
2016-05-18,39,1.0
2017-03-28,39,1.0
2014-03-03,14,1.0
2015-01-16,14,1.0
2015-11-26,14,1.0
2016-07-07,14,1.0
2013-12-04,5,1.0
2015-10-07,5,1.0
2016-04-09,5,1.0
2016-08-10,5,1.0
2016-09-07,5,1.0
2016-12-06,5,1.0
2017-03-22,5,1.0
2017-07-18,5,1.0
2013-09-02,16,1.0
2014-07-18,16,1.0
2015-01-25,16,1.0
2015-07-06,29,1.0
2015-08-03,29,1.0
2015-12-04,29,1.0
2016-06-06,29,1.0
2015-09-06,54,1.0
2014-03-14,27,1.0
2014-08-12,27,1.0
2015-09-02,53,1.0
2017-03-26,53,1.0
2017-08-02,53,1.0
2016-07-15,42,1.0
2016-11-15,42,1.0
2017-06-27,42,1.0
2014-06-14,25,1.0
2015-10-03,25,1.0
2016-11-26,25,1.0
2016-05-31,21,1.0
2017-01-21,21,1.0
2017-05-24,21,1.0
2013-02-28,4,1.0
2017-01-10,4,1.0
2013-02-24,37,1.0
2015-01-25,37,1.0
2015-07-29,20,1.0
2015-08-26,20,1.0
2016-06-22,38,1.0
2016-09-14,38,1.0
2013-06-08,26,1.0
2014-05-10,26,1.0
2016-02-07,35,1.0
2016-12-23,30,1.0
2016-12-17,22,1.0
2016-10-19,34,2.0
2016-10-30,34,2.0
2015-09-01,21,2.0
2015-12-18,41,2.0
2013-02-15,49,2.0
2016-10-22,19,2.0
2016-10-15,20,2.0
2017-04-29,20,2.0
2015-02-27,9,2.0
2014-04-25,43,2.0
2017-07-31,43,2.0
2017-08-11,43,2.0
2014-04-24,18,2.0
2015-07-05,18,2.0
2014-08-30,40,2.0
2015-07-04,40,2.0
2016-05-24,40,2.0
2013-05-05,15,2.0
2015-10-01,15,2.0
2015-12-03,31,2.0
2016-06-16,31,2.0
2016-07-13,2,2.0
2016-07-10,17,2.0
2017-05-31,17,2.0
2013-01-31,14,2.0
2013-06-03,14,2.0
2013-07-01,14,2.0
2014-01-13,14,2.0
2014-12-27,39,2.0
2016-07-26,39,2.0
2016-11-26,39,2.0
2017-06-10,39,2.0
2013-02-23,5,2.0
2014-05-06,5,2.0
2015-01-24,5,2.0
2015-05-27,5,2.0
2016-04-15,27,2.0
2013-04-25,1,2.0
2016-08-17,1,2.0
2016-09-14,1,2.0
2013-11-20,38,2.0
2015-03-11,38,2.0
2017-08-12,38,2.0
2015-11-10,6,2.0
2016-03-01,6,2.0
2016-10-11,6,2.0
2013-04-23,7,2.0
2013-12-03,7,2.0
2014-06-17,7,2.0
2013-07-31,4,2.0
2015-05-23,4,2.0
2017-04-22,4,2.0
2013-05-04,37,2.0
2013-09-04,37,2.0
2014-04-16,37,2.0
2016-02-17,37,2.0
2017-05-27,37,2.0
2013-06-10,51,2.0
2014-04-20,51,2.0
2015-08-09,51,2.0
2016-02-10,51,2.0
2016-07-21,51,2.0
2016-10-02,51,2.0
2017-02-02,51,2.0
2017-03-02,51,2.0
2013-11-08,32,0.0
2014-01-31,32,0.0
2014-10-21,32,0.0
2015-05-05,32,0.0
2015-08-31,32,0.0
2016-07-15,32,0.0
2016-08-12,32,0.0
2017-02-24,32,0.0
2017-05-25,32,0.0
2017-06-22,32,0.0
2014-05-20,30,0.0
2014-11-21,30,0.0
2015-03-24,30,0.0
2016-03-11,30,0.0
2013-02-25,35,0.0
2014-05-08,35,0.0
2014-06-05,35,0.0
2014-12-18,35,0.0
2015-04-20,35,0.0
2015-11-30,35,0.0
2016-02-28,35,0.0
2016-10-09,35,0.0
2014-03-08,26,0.0
2014-09-20,26,0.0
2016-07-12,26,0.0
2013-04-08,54,0.0
2014-07-17,54,0.0
2015-02-26,54,0.0
2015-09-10,54,0.0
2015-02-25,25,0.0
2016-02-02,25,0.0
2015-03-26,16,0.0
2016-02-25,16,0.0
2016-10-17,16,0.0
2013-01-18,13,0.0
2015-10-23,13,0.0
2016-06-03,13,0.0
2017-08-14,13,0.0
2016-05-11,22,0.0
2015-03-05,53,0.0
2015-06-25,53,0.0
2015-07-24,10,0.0
2013-06-26,41,0.0
2016-02-28,1,0.0
2016-02-08,33,0.0
2017-05-18,33,0.0
2016-02-24,21,0.0
2013-02-02,25,3.0
2016-12-22,28,3.0
2015-02-14,19,3.0
2014-12-10,1,3.0
2015-02-26,48,3.0
2015-06-29,48,3.0
2014-02-20,49,3.0
2014-06-12,49,3.0
2013-07-14,51,3.0
2013-11-03,51,3.0
2014-09-13,38,3.0
2015-11-07,38,3.0
2017-02-25,38,3.0
2013-08-30,7,3.0
2013-12-31,7,3.0
2015-07-31,7,3.0
2016-06-03,7,3.0
2016-10-21,24,3.0
2013-04-29,11,3.0
2014-04-11,11,3.0
2014-10-24,11,3.0
2014-11-21,11,3.0
2016-08-04,11,3.0
2016-08-15,11,3.0
2017-07-17,11,3.0
2017-07-23,11,3.0
2013-12-04,2,3.0
2015-03-14,2,3.0
2015-09-26,2,3.0
2017-01-03,2,3.0
2013-03-24,34,3.0
2013-07-31,34,3.0
2013-11-14,34,3.0
2014-07-13,34,3.0
2015-02-22,34,3.0
2016-11-16,34,3.0
2013-06-21,9,3.0
2014-02-11,9,3.0
2014-06-09,9,3.0
2014-10-10,9,3.0
2016-03-03,9,3.0
2013-01-08,8,4.0
2013-05-06,8,4.0
2013-05-17,8,4.0
2014-04-18,8,4.0
2015-03-09,8,4.0
2015-09-10,8,4.0
2016-01-11,8,4.0
2017-08-10,8,4.0
2013-08-29,48,4.0
2016-08-31,48,4.0
2017-03-15,48,4.0
2013-06-16,49,4.0
2016-07-27,49,4.0
2014-08-04,11,4.0
2016-11-27,11,4.0
2013-11-23,34,4.0
2014-07-05,34,4.0
2013-09-13,24,4.0
2013-04-09,3,4.0
2016-01-12,3,4.0
2016-07-26,3,4.0
2016-10-24,3,4.0
2013-07-18,46,4.0
2014-09-11,46,4.0
2015-12-13,9,4.0
2016-12-31,36,4.0
2013-09-30,44,5.0
2014-12-31,50,5.0
2015-05-03,50,5.0
2016-03-12,50,5.0
2016-05-08,49,5.0
2013-04-29,46,5.0
2015-01-22,46,5.0
2015-12-02,46,5.0
2013-08-20,3,5.0
2014-04-01,3,5.0
2015-08-24,3,5.0
2016-01-22,3,5.0
2016-08-05,3,5.0
2016-12-01,3,5.0
2014-04-23,47,6.0
2015-03-25,47,6.0
2016-08-16,47,6.0
2017-06-11,3,6.0
2013-08-05,45,6.0
2014-06-15,45,6.0
2017-06-24,48,6.0
2015-04-01,46,6.0
2016-12-18,8,6.0
2013-12-19,8,7.0
2015-02-08,45,7.0
2016-09-24,47,8.0
2014-05-17,46,8.0
2016-12-31,45,8.0
2016-12-30,47,9.0
2013-09-15,44,8.0
2015-06-27,44,8.0
2015-07-08,44,8.0
2015-08-16,44,8.0
2017-06-07,44,8.0
2013-11-23,44,9.0
2014-10-25,44,9.0
2014-11-12,44,7.0
2016-01-04,17,0.0
2013-07-10,23,1.0
2013-11-10,23,1.0
2014-09-20,23,1.0
2015-05-02,23,1.0
2015-09-02,23,1.0
2016-07-12,23,1.0
2017-01-24,23,1.0
2017-02-21,23,1.0
2013-01-21,12,1.0
2014-09-23,12,1.0
2015-08-03,12,1.0
2015-12-04,12,1.0
2016-06-06,12,1.0
2017-05-25,12,1.0
2013-04-04,33,1.0
2013-08-05,33,1.0
2013-09-02,33,1.0
2016-02-15,33,1.0
2013-03-31,19,1.0
2013-08-01,19,1.0
2013-08-29,19,1.0
2014-04-21,19,1.0
2015-05-24,19,1.0
2017-03-15,19,1.0
2017-04-23,19,1.0
2013-12-08,36,1.0
2013-12-19,36,1.0
2014-04-10,36,1.0
2014-06-22,36,1.0
2015-09-30,36,1.0
2017-03-26,36,1.0
2014-01-04,41,1.0
2014-07-19,41,1.0
2014-11-19,41,1.0
2014-11-25,41,1.0
2015-07-01,41,1.0
2015-09-29,41,1.0
2017-04-22,41,1.0
2017-07-21,41,1.0
2013-07-09,28,1.0
2013-08-06,28,1.0
2013-12-07,28,1.0
2014-02-18,28,1.0
2014-06-10,28,1.0
2014-10-17,28,1.0
2015-05-29,28,1.0
2016-08-08,28,1.0
2017-03-31,28,1.0
2014-03-14,10,1.0
2014-04-11,10,1.0
2014-08-12,10,1.0
2016-02-01,10,1.0
2017-04-13,10,1.0
2013-05-28,43,1.0
2013-07-17,43,1.0
2014-01-18,43,1.0
2016-03-18,43,1.0
2013-03-03,40,1.0
2013-03-31,40,1.0
2013-06-29,40,1.0
2013-10-13,40,1.0
2014-01-11,40,1.0
2014-02-08,40,1.0
2014-02-19,40,1.0
2014-08-23,40,1.0
2015-01-21,40,1.0
2015-11-03,40,1.0
2016-11-23,40,1.0
2013-01-28,15,1.0
2014-04-10,15,1.0
2014-05-08,15,1.0
2015-07-19,15,1.0
2015-11-02,15,1.0
2016-10-20,15,1.0
2015-07-26,18,1.0
2016-07-07,18,1.0
2017-01-19,18,1.0
2013-01-14,13,1.0
2015-06-01,13,1.0
2015-06-29,13,1.0
2016-05-02,13,1.0
2016-12-23,13,1.0
2014-09-15,31,1.0
2013-03-28,17,1.0
2013-07-12,17,1.0
2013-10-10,17,1.0
2013-11-07,17,1.0
2014-03-10,17,1.0
2014-09-22,17,1.0
2014-10-20,17,1.0
2016-11-09,17,1.0
2017-05-24,17,1.0
2015-01-28,39,1.0
2013-07-05,14,1.0
2013-08-02,14,1.0
2015-04-16,14,1.0
2016-08-04,14,1.0
2017-03-27,14,1.0
2013-02-01,16,1.0
2013-05-02,16,1.0
2014-10-27,16,1.0
2016-03-03,29,1.0
2016-03-08,29,1.0
2017-01-16,29,1.0
2017-02-13,29,1.0
2014-02-23,54,1.0
2014-12-28,54,1.0
2015-01-25,54,1.0
2013-01-29,27,1.0
2015-02-01,53,1.0
2015-03-01,53,1.0
2017-07-25,42,1.0
2016-03-20,37,1.0
2016-04-17,37,1.0
2017-02-19,37,1.0
2014-02-15,26,1.0
2017-01-19,11,2.0
2016-01-02,21,2.0
2013-05-16,49,2.0
2013-09-16,49,2.0
2015-06-27,20,2.0
2016-02-06,20,2.0
2014-07-18,9,2.0
2015-09-28,9,2.0
2015-10-26,9,2.0
2014-10-15,18,2.0
2015-06-07,18,2.0
2013-05-11,40,2.0
2014-08-19,40,2.0
2015-03-03,40,2.0
2015-03-31,40,2.0
2016-02-13,40,2.0
2017-01-31,40,2.0
2014-08-18,15,2.0
2016-03-13,31,2.0
2013-02-27,2,2.0
2013-06-30,2,2.0
2013-07-28,2,2.0
2014-02-09,2,2.0
2016-03-29,2,2.0
2016-10-11,2,2.0
2014-05-18,17,2.0
2014-11-30,17,2.0
2017-02-19,17,2.0
2017-05-03,17,2.0
2013-09-12,14,2.0
2013-10-10,14,2.0
2014-12-21,14,2.0
2013-06-15,39,2.0
2013-07-07,39,2.0
2014-05-17,39,2.0
2015-09-05,39,2.0
2016-10-29,39,2.0
2013-11-13,5,2.0
2015-01-23,27,2.0
2016-08-22,27,2.0
2017-08-04,27,2.0
2014-06-14,1,2.0
2015-06-24,1,2.0
2014-07-30,38,2.0
2017-04-05,38,2.0
2017-05-03,38,2.0
2017-08-01,38,2.0
2017-01-20,6,2.0
2017-05-23,6,2.0
2013-03-26,7,2.0
2015-01-27,7,2.0
2015-02-24,7,2.0
2014-06-21,4,2.0
2014-10-22,4,2.0
2015-10-10,4,2.0
2016-01-30,4,2.0
2017-06-23,4,2.0
2017-07-21,4,2.0
2013-03-14,37,2.0
2015-01-04,37,2.0
2015-07-08,37,2.0
2015-11-14,37,2.0
2016-06-25,37,2.0
2016-10-15,37,2.0
2016-10-26,37,2.0
2017-04-29,37,2.0
2013-02-07,51,2.0
2013-03-07,51,2.0
2013-09-19,51,2.0
2015-01-08,51,2.0
2014-06-20,32,0.0
2015-05-22,32,0.0
2016-04-11,32,0.0
2013-02-26,30,0.0
2015-10-23,30,0.0
2016-06-03,30,0.0
2017-05-22,30,0.0
2013-03-25,35,0.0
2014-05-19,35,0.0
2015-08-27,35,0.0
2016-03-10,35,0.0
2017-05-21,35,0.0
2017-06-18,35,0.0
2014-10-07,26,0.0
2014-10-18,26,0.0
2015-05-30,26,0.0
2015-09-30,26,0.0
2016-04-13,26,0.0
2016-08-09,26,0.0
2017-02-21,26,0.0
2017-03-21,26,0.0
2017-07-22,26,0.0
2014-06-19,54,0.0
2014-10-20,54,0.0
2017-06-21,54,0.0
2015-11-04,25,0.0
2017-04-25,25,0.0
2015-07-27,16,0.0
2017-04-20,16,0.0
2017-05-18,16,0.0
2016-09-12,13,0.0
2017-01-13,13,0.0
2016-06-08,22,0.0
2017-01-18,22,0.0
2015-11-12,53,0.0
2015-06-26,10,0.0
2015-10-27,10,0.0
2015-11-24,10,0.0
2017-02-03,10,0.0
2013-05-29,41,0.0
2014-12-07,1,0.0
2015-07-19,1,0.0
2013-01-25,33,0.0
2016-09-19,33,0.0
2016-10-17,33,0.0
