date,store_nbr,item_nbr,unit_sales,onpromotion
2017-01-09,45,1040348,10.0,0.0
2017-08-07,15,111397,1.0,0.0
2015-12-16,49,153239,3.0,0.0
2016-01-26,8,695758,9.758,0.0
2016-03-14,20,750856,9.0,0.0
2014-08-25,41,275823,3.0,0.0
2017-07-20,39,1171140,4.0,0.0
2017-04-10,42,368424,2.0,0.0
2016-05-24,39,268662,2.0,0.0
2014-09-06,49,938566,6.0,0.0
2017-05-12,44,99197,5.0,0.0
2015-01-11,9,208659,1.0,0.0
2013-03-30,39,1080756,7.0,2.0
2016-09-14,6,1689921,9.386,1.0
2016-02-28,37,584077,0.56,0.0
2015-06-27,44,1146786,19.0,0.0
2017-02-16,1,1584575,32.0,0.0
2014-12-24,9,740723,6.0,0.0
2013-03-18,45,1047733,11.0,2.0
2017-07-01,15,506717,7.0,0.0
2016-09-13,50,2008571,4.0,0.0
2016-11-24,45,264300,22.0,0.0
2013-03-09,34,683720,5.0,2.0
2017-02-16,40,319272,11.0,0.0
2016-05-04,49,637016,13.0,0.0
2017-04-23,12,1079215,6.0,0.0
2013-10-10,7,153398,6.0,2.0
2014-12-14,28,759698,1.0,0.0
2013-12-12,39,1105211,9.0,2.0
2017-05-28,53,1454708,8.0,0.0
2016-03-14,6,999547,16.0,0.0
2015-02-05,31,871512,15.0,0.0
2016-10-12,51,1149579,6.0,0.0
2014-07-15,34,115892,14.0,0.0
2015-03-13,18,314393,1.0,0.0
2016-05-02,17,1053943,6.0,0.0
2017-04-08,3,1975578,6.0,0.0
2017-05-01,52,1052022,4.0,1.0
2017-03-11,7,2010652,3.0,0.0
2017-05-06,20,454596,1.0,0.0
2016-05-17,33,468057,1.0,0.0
2016-01-24,44,849098,14.0,0.0
2017-07-18,7,265279,7.0,0.0
2016-11-18,45,841842,14.0,0.0
2016-10-31,31,1695972,18.77,0.0
2016-11-10,43,1089846,4.0,0.0
2015-03-17,35,521818,4.0,0.0
2013-11-17,43,410866,1.0,2.0
2014-02-16,40,1221045,1.0,2.0
2016-08-30,12,1949662,12.0,0.0
2016-06-13,42,372369,1.0,0.0
2014-06-20,10,841514,7.0,0.0
2014-09-20,34,890214,1.0,0.0
2013-02-15,17,172995,2.0,2.0
2014-11-14,37,1342007,5.0,0.0
2013-12-29,48,414752,18.0,2.0
2016-04-07,50,268676,10.0,0.0
2015-12-06,8,158956,5.0,0.0
2014-05-24,16,1053945,2.0,0.0
2017-03-01,7,165705,5.0,0.0
2013-01-29,54,838832,2.0,2.0
2016-02-10,43,838832,3.0,0.0
2016-07-10,7,1906100,12.0,0.0
2015-12-11,14,264751,2.0,0.0
2013-10-09,24,634009,4.261,2.0
2014-03-08,31,589403,2.0,2.0
2013-05-23,13,765519,4.0,2.0
2016-05-13,49,464385,1.0,0.0
2016-09-03,32,1472453,2.0,0.0
2015-12-01,18,996122,1.0,0.0
2015-12-08,10,2011328,5.0,0.0
2013-07-25,14,258396,2.0,2.0
2015-10-21,45,219152,3.0,0.0
2015-02-15,38,1346626,8.0,1.0
2016-05-03,46,851982,10.0,1.0
2015-12-29,5,1284221,9.0,0.0
2014-11-20,3,1463798,87.0,0.0
2017-05-17,40,264305,15.0,0.0
2013-09-12,5,577743,2.0,2.0
2014-06-04,2,414752,2.0,0.0
2016-05-01,45,1079254,11.0,0.0
2016-11-26,2,2016795,1.0,0.0
2017-07-21,35,1094238,1.0,0.0
2014-03-09,12,668752,2.0,2.0
2013-08-19,8,841841,15.0,2.0
2017-06-05,46,1079257,6.0,1.0
2015-12-12,48,843462,6.0,0.0
2013-09-18,49,940585,2.0,2.0
2013-12-20,48,315473,2.0,2.0
2016-04-02,1,377978,2.0,0.0
2015-04-26,17,1369873,1.0,0.0
2015-01-23,16,454589,3.0,0.0
2016-04-02,13,502227,1.0,0.0
2016-08-29,3,789904,10.0,0.0
2014-03-10,51,1239800,11.0,2.0
2013-10-30,38,212550,3.0,2.0
2017-01-05,28,991114,3.0,0.0
2013-06-15,11,522721,3.0,2.0
2015-06-15,41,1463865,42.0,0.0
2016-03-23,27,1037856,2.0,0.0
2016-12-03,21,1294665,8.0,0.0
2016-02-24,19,573832,11.0,0.0
2015-01-25,9,583975,39.067,0.0
2015-12-14,17,507927,3.0,0.0
2017-03-03,3,1920035,2.0,0.0
2016-07-17,50,1239798,4.0,0.0
2017-05-21,46,743497,18.0,0.0
2016-01-05,24,315176,33.0,0.0
2016-11-03,12,1913599,1.0,0.0
2013-02-11,10,464333,18.0,2.0
2015-07-02,17,559873,9.0,0.0
2016-04-03,23,127547,3.0,0.0
2016-07-19,49,1473483,20.86,0.0
2014-07-21,33,1239862,4.775,0.0
2016-07-31,38,1456346,3.0,0.0
2017-07-13,10,627885,3.0,0.0
2016-07-24,45,1977218,8.0,0.0
2013-03-22,15,363895,1.0,2.0
2014-03-18,17,269084,3.0,2.0
2016-02-23,14,1913595,1.0,0.0
2015-09-14,9,514144,25.0,0.0
2015-02-07,8,1243817,1.0,0.0
2014-12-06,9,1463805,2.0,0.0
2016-10-24,21,1968318,14.0,1.0
2017-05-15,2,111223,12.0,0.0
2015-12-01,16,812751,1.0,0.0
2014-03-22,38,655749,5.0,2.0
2015-11-11,18,1464071,2.0,0.0
2016-11-16,4,315176,23.0,0.0
2016-10-03,1,1328907,4.0,0.0
2013-07-16,9,764438,1.0,2.0
2017-02-02,4,1453122,2.0,1.0
2017-08-02,53,1696038,4.812,1.0
2015-06-21,5,1395693,1.0,0.0
2015-10-31,44,655744,4.0,0.0
2016-03-12,42,813769,6.0,0.0
2016-09-26,48,1121616,63.0,0.0
2017-08-09,9,322095,1.0,0.0
2017-07-06,2,939130,1.0,0.0
2017-05-05,31,1148548,5.0,0.0
2013-06-09,34,215356,10.0,2.0
2015-07-06,25,103665,1.0,0.0
2016-12-21,39,1960892,29.0,0.0
2017-03-22,7,326951,1.0,0.0
2015-02-13,24,1229920,1.0,0.0
2014-09-13,43,323013,23.0,0.0
2013-12-03,49,679926,14.0,2.0
2016-07-21,6,177050,1.0,0.0
2016-07-25,36,909361,2.0,0.0
2016-08-09,38,1229025,4.0,0.0
2014-10-22,49,318932,4.0,0.0
2017-01-03,38,1904678,5.0,0.0
2015-01-25,27,584026,9.525,0.0
2017-05-19,4,1212452,1.0,0.0
2016-05-24,40,1958171,5.0,0.0
2014-10-20,14,987768,3.0,0.0
2017-06-22,51,1711747,14.0,1.0
2014-10-10,26,1457183,4.0,0.0
2015-12-23,15,454596,7.0,0.0
2016-02-24,49,2026597,10.0,0.0
2016-02-20,3,1695828,107.598,0.0
2016-09-20,29,1695972,55.495,1.0
2014-10-07,1,556698,5.0,0.0
2016-09-21,36,2011153,1.0,0.0
2014-10-11,36,866927,10.0,0.0
2013-08-05,48,171890,1.0,2.0
2014-10-02,49,369432,6.0,0.0
2014-10-14,14,671079,3.0,0.0
2015-10-21,2,407608,2.0,0.0
2016-10-20,49,1489890,19.0,0.0
2013-08-12,24,364832,4.0,2.0
2015-12-08,27,1672581,9.283,0.0
2015-03-21,31,268662,1.0,0.0
2015-10-20,7,517903,6.0,0.0
2015-07-07,46,119624,5.0,0.0
2013-10-29,35,886398,1.0,2.0
2014-11-06,34,564534,8.0,0.0
2016-08-16,6,268623,3.0,0.0
2015-08-31,1,268834,3.0,0.0
2013-02-03,16,638977,52.0,2.0
2013-02-06,4,116017,13.0,2.0
2015-06-12,4,1288843,3.019,1.0
2016-02-03,7,988459,35.783,0.0
2016-01-17,27,1245918,1.0,0.0
2014-11-13,36,1379210,65.0,0.0
2014-11-11,19,870545,6.0,0.0
2014-12-10,36,724359,1.0,0.0
2013-01-28,28,841514,7.0,2.0
2016-01-07,50,1696044,0.688,0.0
2016-11-13,43,1373444,3.0,0.0
2016-03-19,13,1695991,3.0,0.0
2015-05-12,53,1239749,1.0,0.0
2016-09-26,38,1342008,5.0,0.0
2016-12-11,26,158875,2.0,0.0
2014-06-16,50,1105214,4.0,0.0
2013-10-30,46,568133,4.0,2.0
2015-07-16,40,1033395,1.0,0.0
2013-05-28,23,510055,1.0,2.0
2015-11-12,48,1239880,4.677,0.0
2014-01-06,3,1464207,3.0,2.0
2015-04-25,23,841667,5.0,0.0
2014-12-29,14,1162382,39.0,0.0
2015-08-13,44,155601,3.0,0.0
2014-07-03,15,759694,3.0,0.0
2016-12-21,51,1047755,3.0,0.0
2016-05-31,32,323921,1.0,0.0
2016-05-02,27,988408,1.0,0.0
2016-06-11,45,563654,19.0,0.0
2013-08-11,3,1037846,15.0,2.0
2014-07-24,35,1105212,3.0,0.0
2017-01-29,24,2010498,2.0,0.0
2017-06-27,12,559494,1.0,0.0
2016-09-14,13,939661,14.0,0.0
2014-11-05,14,637016,5.0,0.0
2017-01-28,2,458029,3.0,0.0
2015-12-29,37,1324670,3.0,0.0
2015-08-23,47,575675,12.0,0.0
2013-12-04,18,1066900,7.0,2.0
2015-07-02,43,838408,2.0,0.0
2016-08-19,50,851982,2.0,0.0
2016-09-04,23,510054,7.0,0.0
2013-02-06,39,153395,3.0,2.0
2016-09-03,38,1047773,4.0,0.0
2013-01-28,48,750855,2.0,2.0
2016-05-11,16,724360,1.0,0.0
2017-01-09,33,1920059,3.0,0.0
2013-11-29,25,502227,1.0,2.0
2015-03-05,4,619965,4.0,0.0
2016-06-12,45,1660260,13.0,0.0
2016-06-02,14,122419,1.0,0.0
2013-10-31,41,575863,2.0,2.0
2015-04-30,3,105575,15.0,0.0
2015-09-22,19,1239955,12.0,0.0
2013-12-12,45,657869,2.0,2.0
2015-10-19,31,1463800,2.0,0.0
2013-07-13,8,812769,7.0,2.0
2016-05-23,2,1464258,8.0,0.0
2014-05-02,48,1009512,1.0,0.0
2014-05-27,44,870546,3.0,0.0
2014-12-05,8,996606,11.568,1.0
2015-11-20,25,830797,1.0,0.0
2017-07-17,53,1452378,2.0,0.0
2015-05-12,35,364413,21.0,0.0
2015-05-06,40,915980,1.0,0.0
2015-04-16,45,847569,1.0,0.0
2015-08-07,14,700609,3.0,0.0
2015-09-01,24,1105299,3.0,0.0
2016-02-04,26,1457179,2.0,0.0
2013-07-05,32,1084437,1.0,2.0
2016-02-25,30,1146802,3.0,0.0
2016-09-26,43,1919977,1.0,0.0
2016-12-02,38,2002465,1.0,0.0
2014-04-13,9,265700,3.0,0.0
2016-06-09,50,1369876,1.0,0.0
2013-10-12,39,1114749,3.0,2.0
2017-07-24,20,2048246,1.0,0.0
2015-10-08,44,695758,8.354,0.0
2014-03-19,14,1576316,1.0,2.0
2013-11-26,33,418025,5.0,2.0
2013-08-08,49,871600,5.0,2.0
2016-05-13,13,1104725,1.0,0.0
2015-01-23,44,730259,34.0,0.0
2015-05-03,34,660319,60.0,0.0
2015-07-21,36,1235365,2.0,0.0
2016-03-01,48,1289417,2.0,0.0
2017-01-22,8,1239954,1.0,1.0
2015-02-07,2,1289417,2.0,0.0
2015-09-21,20,843411,1.0,0.0
2016-06-13,50,1394349,1.0,0.0
2016-06-19,38,1328471,3.0,0.0
2017-08-12,17,1053943,8.0,0.0
2017-07-18,33,1457240,1.0,0.0
2015-05-03,49,268834,9.0,0.0
2015-01-16,1,872317,1.0,0.0
2015-09-22,47,1609729,7.0,0.0
2015-09-12,39,1109390,1.0,0.0
2015-09-01,7,1489836,40.0,0.0
2015-09-29,36,365264,2.0,0.0
2016-10-30,31,1920045,7.0,0.0
2017-07-05,14,1083196,5.0,1.0
2016-12-21,24,1463798,6.0,0.0
2017-07-03,54,464940,1.0,0.0
2016-12-22,8,1152348,2.0,0.0
2017-01-22,43,1242670,5.0,0.0
2013-07-16,17,1113872,11.0,2.0
2015-10-17,22,165988,15.0,0.0
2015-09-04,37,165693,6.0,0.0
2016-09-05,37,1397067,1.0,0.0
2017-07-24,21,2010762,6.0,0.0
2014-03-06,6,668753,2.0,2.0
2017-04-17,46,1489662,4.0,0.0
2016-04-19,16,1464091,12.0,0.0
2015-03-12,34,172343,2.0,0.0
2017-05-20,4,2004694,2.0,0.0
2016-10-19,41,983310,10.0,0.0
2015-11-10,34,510055,4.0,0.0
2017-04-12,45,1146787,1.0,0.0
2016-09-05,8,252972,6.0,0.0
2017-06-05,18,1584295,2.0,0.0
2017-01-11,23,1695905,1.257,1.0
2014-01-09,6,457424,9.0,2.0
2014-09-10,51,833395,2.0,0.0
2015-01-02,39,314393,36.0,0.0
2013-02-09,24,264300,3.0,2.0
2013-01-11,49,258396,16.0,2.0
2015-04-02,50,1109325,6.0,0.0
2016-05-29,38,411555,4.0,0.0
2015-07-03,44,1454708,2.0,0.0
2017-01-26,8,409904,2.0,0.0
2016-08-01,43,911990,4.0,0.0
2014-10-25,36,564110,17.0,0.0
2014-01-20,40,308916,1.0,2.0
2014-03-02,2,1113847,3.0,2.0
2013-05-20,40,513855,2.0,2.0
2015-10-07,12,1091369,6.0,0.0
2016-11-25,10,915310,3.0,0.0
2016-12-13,29,1917879,2.0,0.0
2016-12-14,45,1913464,17.0,1.0
2015-06-16,25,1162759,2.0,0.0
2015-07-26,31,987769,1.0,0.0
2016-05-03,25,1920080,4.0,0.0
2014-05-17,23,129296,3.0,0.0
2015-11-30,43,668753,2.0,0.0
2017-01-04,21,1397068,5.0,0.0
2015-10-29,51,759890,2.0,0.0
2016-07-22,45,1148018,16.0,1.0
2016-02-13,12,1047790,19.0,0.0
2015-03-08,16,1083518,1.0,0.0
2017-02-23,45,1427659,128.0,0.0
2015-02-04,43,1057515,7.0,0.0
2017-02-02,48,2010693,3.0,0.0
2017-05-31,8,305345,3.0,0.0
2014-05-19,31,275823,10.0,0.0
2015-07-03,2,1463566,4.0,0.0
2014-08-01,44,953428,24.0,0.0
2016-12-16,10,1253765,1.0,0.0
2016-06-28,4,598492,1.0,0.0
2014-01-27,26,668752,4.0,2.0
2015-07-12,30,1444598,1.0,0.0
2017-04-03,48,1948483,16.0,0.0
2013-07-07,14,1143691,7.0,2.0
2016-10-22,6,1102970,7.0,0.0
2014-10-21,45,463901,1.0,0.0
2016-03-26,36,757888,12.0,0.0
2015-03-18,24,871600,1.0,0.0
2016-12-05,45,218726,3.0,0.0
2017-07-05,35,1152348,1.0,0.0
2014-11-18,47,1102976,3.0,0.0
2013-09-18,49,740728,6.0,2.0
2015-03-16,27,346066,1.0,0.0
2015-01-31,10,1105228,2.0,0.0
2013-12-17,24,464336,2.0,2.0
2013-06-03,45,1079254,1.0,2.0
2014-09-20,34,459762,6.0,0.0
2015-10-05,30,1457175,1.0,0.0
2016-11-13,31,843589,1.0,0.0
2016-10-01,45,411555,6.0,0.0
2014-10-29,17,1114749,7.0,0.0
2016-07-08,9,1991041,11.0,0.0
2014-10-11,10,1239739,2.0,0.0
2013-04-29,12,699688,5.387,2.0
2014-10-21,13,1239792,4.0,0.0
2017-01-18,21,577740,1.0,0.0
2016-12-09,41,793345,3.0,0.0
2015-09-13,30,633977,0.818,0.0
2016-05-06,44,1153584,22.0,0.0
2015-01-19,19,1300325,2.0,0.0
2015-01-08,50,1324591,1.0,0.0
2016-12-09,17,1940026,11.0,1.0
2016-04-23,48,1080001,4.0,0.0
2015-03-15,4,220613,7.0,0.0
2014-12-30,12,368419,2.0,0.0
2016-01-22,8,1463765,1.0,0.0
2013-10-01,5,686035,1.0,2.0
2013-07-05,7,363868,12.0,2.0
2015-09-17,15,1672581,2.303,0.0
2016-01-20,21,364829,8.0,0.0
2014-08-19,2,364724,5.0,0.0
2016-03-17,11,1113847,3.0,0.0
2013-04-17,15,793345,5.0,2.0
2017-05-27,33,315322,2.0,0.0
2015-03-04,50,1089079,1.0,0.0
2014-05-06,47,1018878,10.0,0.0
2015-04-20,11,472645,1.0,0.0
2017-04-30,4,1182733,2.0,0.0
2015-08-24,16,1463865,24.0,0.0
2017-08-01,45,913102,4.0,0.0
2015-01-18,51,1239898,10.673,0.0
2014-07-06,34,464333,10.0,0.0
2016-10-07,1,787426,1.0,0.0
2014-05-03,13,464907,16.0,0.0
2015-11-06,47,664543,3.0,0.0
2013-09-05,9,315322,6.0,2.0
2016-11-20,23,1924591,3.0,1.0
2015-07-18,32,208514,7.0,0.0
2016-06-17,38,1239748,1.0,0.0
2017-05-02,40,820003,1.168,0.0
2016-10-28,10,1464218,3.0,1.0
2016-04-08,51,843462,1.0,1.0
2016-06-26,2,129296,2.0,0.0
2014-11-18,40,407769,1.0,0.0
2016-11-23,22,1397779,1.0,0.0
2016-08-19,48,959437,15.0,0.0
2015-06-08,29,1463770,6.0,0.0
2016-07-12,38,1047698,6.0,0.0
2014-12-21,25,527757,9.0,0.0
2015-11-16,1,112830,2.0,0.0
2016-10-23,19,1958177,1.0,0.0
2017-07-19,45,115267,4.0,0.0
2017-07-22,53,1121615,8.0,0.0
2013-09-19,47,801934,2.0,2.0
2016-07-07,9,1161571,47.0,0.0
2013-07-02,5,122425,2.0,2.0
2015-04-04,35,115720,7.0,0.0
2013-07-21,36,886396,6.0,2.0
2016-04-22,41,1088002,1.0,0.0
2015-10-30,34,155610,1.0,0.0
2015-04-04,14,1146497,11.0,0.0
2016-03-02,42,1346624,17.0,0.0
2015-03-25,30,1080756,1.0,0.0
2015-09-16,24,848765,10.0,0.0
2016-12-29,10,724498,2.0,0.0
2017-05-09,19,2018690,1.0,0.0
2015-10-15,44,1444598,1.0,0.0
2013-05-20,8,269029,8.0,2.0
2015-07-21,49,671699,2.05,0.0
2015-09-06,24,1239913,5.0,0.0
2013-08-21,43,1150362,3.0,2.0
2017-05-06,45,1239739,2.0,0.0
2015-04-02,9,979195,20.0,0.0
2016-09-30,21,1936589,3.0,0.0
2016-01-25,41,1719504,1.043,0.0
2017-03-19,2,1473427,19.381,0.0
2017-02-10,34,1457001,1.0,0.0
2013-01-17,47,949299,3.0,2.0
2017-04-13,4,557256,15.0,0.0
2016-08-23,37,1422284,2.0,0.0
2014-05-20,6,1161571,23.0,0.0
2014-10-25,46,119026,13.0,0.0
2016-10-05,23,781797,3.0,0.0
2016-12-07,16,378330,2.0,0.0
2013-09-23,4,765517,3.0,2.0
2016-12-21,11,452078,2.0,0.0
2015-05-20,29,205381,1.0,0.0
2016-09-15,33,129296,1.0,1.0
2014-05-22,5,1160882,15.0,0.0
2016-03-17,21,315220,3.0,0.0
2014-03-06,4,812735,1.0,2.0
2014-11-25,41,1047786,2.0,0.0
2016-01-26,20,1354380,4.0,0.0
2015-07-30,17,1071949,16.0,0.0
2016-01-31,9,1012473,19.0,0.0
2017-05-26,42,2004694,4.0,0.0
2015-01-25,12,1134971,11.0,0.0
2016-06-22,34,1463783,5.0,0.0
2015-01-29,24,115891,3.0,0.0
2016-03-25,37,841570,2.0,0.0
2013-04-19,19,1080001,5.0,2.0
2014-02-25,17,765517,18.0,2.0
2013-03-05,3,809882,13.0,2.0
2014-01-12,8,752167,1.0,2.0
2016-02-21,43,1209719,1.0,0.0
2014-11-01,1,921042,3.0,0.0
2017-02-10,44,411487,11.0,0.0
2014-07-21,47,1695932,5.743,0.0
2015-12-17,42,1464257,1.0,0.0
2017-06-13,33,1339795,2.0,0.0
2016-05-05,22,173111,1.0,0.0
2014-05-29,7,413987,18.0,0.0
2016-07-26,43,258395,3.0,0.0
2013-08-02,41,634010,1.191,2.0
2015-03-13,45,268440,3.0,0.0
2013-03-04,27,302952,13.0,2.0
2016-02-04,3,1464025,14.0,0.0
2013-04-08,45,119026,2.0,2.0
2016-04-04,45,1373081,1.0,0.0
2016-08-30,46,1463857,7.0,0.0
2013-12-02,4,1179581,2.0,2.0
2017-04-24,14,843411,1.0,0.0
2015-07-06,8,1463936,1.0,0.0
2015-09-07,54,770447,11.0,0.0
2016-07-23,27,911989,1.0,0.0
2014-01-11,35,876663,6.0,2.0
2017-06-10,8,318932,4.0,0.0
2015-09-25,28,324206,1.0,0.0
2015-01-25,47,119023,1.0,0.0
2016-10-27,45,1091365,7.0,0.0
2016-09-24,4,463598,5.0,0.0
2013-12-30,39,155621,1.0,2.0
2016-03-16,49,915310,8.0,0.0
2016-11-02,36,413987,8.0,1.0
2015-01-20,49,1062374,4.532,0.0
2015-08-07,45,158875,3.0,0.0
2014-10-10,26,664545,1.0,0.0
2017-05-02,39,460804,2.0,0.0
2015-10-14,47,1239876,17.108,0.0
2014-08-19,18,813167,9.0,0.0
2014-09-08,46,940592,11.0,0.0
2017-06-05,33,1243805,1.0,0.0
2015-10-16,47,1105210,7.0,0.0
2016-11-18,25,885543,3.0,1.0
2016-09-25,47,1457245,2.0,0.0
2014-07-17,10,1373409,2.0,0.0
2015-07-08,7,1397067,3.0,0.0
2013-12-20,34,1137146,5.0,2.0
2017-01-30,45,1239792,13.0,0.0
2016-10-17,51,1146804,2.0,0.0
2017-07-07,13,1245918,3.0,0.0
2016-01-07,48,1109390,12.0,0.0
2017-07-23,10,1171142,1.0,0.0
2017-06-15,8,1463807,2.0,0.0
2016-07-18,1,164036,5.0,0.0
2013-02-28,41,847894,1.0,2.0
2016-05-17,51,1342003,1.0,0.0
2013-07-07,33,641042,35.0,2.0
2017-06-04,45,1224521,5.0,0.0
2014-12-18,11,224081,1.0,0.0
2016-11-25,23,1105215,1.0,0.0
2017-02-24,31,257847,22.0,0.0
2014-07-29,25,1345071,4.0,0.0
2016-12-29,9,1909409,4.0,0.0
2017-05-03,40,177395,8.0,0.0
2017-03-10,37,1333224,1.0,0.0
2014-06-02,3,1038946,22.0,0.0
2014-11-24,40,221506,5.0,0.0
2017-04-02,3,1040348,12.0,0.0
2017-01-30,20,742735,5.0,0.0
2013-01-09,18,358264,4.0,2.0
2013-08-01,36,554152,1.0,2.0
2017-03-03,9,1239736,1.0,0.0
2015-01-25,39,1146787,6.0,0.0
2013-05-11,50,355090,9.0,2.0
2014-12-29,3,1463810,153.0,0.0
2015-12-21,48,938129,16.0,0.0
2017-04-11,17,1457175,1.0,0.0
2015-07-12,28,1159414,5.0,0.0
2017-01-29,21,673306,1.0,0.0
2017-05-25,25,1153597,1.0,0.0
2015-12-23,53,1084881,1.0,0.0
2016-11-19,7,1463603,1.0,0.0
2013-06-06,45,1052563,16.0,2.0
2016-01-07,38,1960944,16.0,0.0
2017-02-11,15,1333225,2.0,0.0
2014-04-06,31,221506,4.0,0.0
2014-09-24,36,1489741,1.218,0.0
2016-10-22,15,750855,1.0,0.0
2016-03-27,28,664545,2.0,0.0
2017-02-01,39,1473414,14.989,0.0
2016-07-25,16,1342007,1.0,0.0
2014-06-11,53,1047696,2.0,0.0
2016-04-11,3,1167188,2.0,0.0
2016-08-20,25,575875,5.0,0.0
2014-10-19,1,1037838,5.0,0.0
2013-11-05,28,418026,2.0,2.0
2016-11-08,42,1588319,1.0,0.0
2015-06-26,47,1047743,1.0,0.0
2016-10-16,29,562568,2.0,0.0
2015-07-19,31,1074327,48.0,0.0
2017-06-09,31,1695815,2.0,0.0
2015-11-09,38,1046272,2.0,0.0
2016-09-19,3,1047695,7.0,1.0
2017-02-09,45,1966995,6.0,0.0
2014-07-27,51,1047679,115.0,0.0
2015-03-04,4,420720,9.0,0.0
2015-11-02,9,1083152,10.0,0.0
2014-02-25,4,648313,2.0,2.0
2015-02-14,8,1105213,4.0,0.0
2015-12-17,39,622958,7.0,0.0
2016-09-06,48,860548,1.0,0.0
2017-01-21,12,823245,3.0,0.0
2015-06-11,40,229368,1.0,0.0
2015-11-13,12,1463799,1.0,0.0
2016-03-22,2,789905,5.0,0.0
2016-04-12,5,939662,1.0,0.0
2015-08-23,20,502230,1.0,0.0
2015-08-24,49,211205,8.0,0.0
2015-04-24,36,1047743,29.0,0.0
2014-05-16,33,257847,43.0,0.0
2016-09-02,20,1977420,3.0,0.0
2017-05-30,32,2010127,1.0,0.0
2014-04-03,30,700609,2.0,0.0
2016-04-23,32,165693,6.0,0.0
2015-01-12,37,723184,6.0,0.0
2013-10-17,47,205387,9.0,2.0
2013-11-18,32,698643,1.0,2.0
2015-08-12,11,789907,8.0,1.0
2014-03-01,15,219150,7.0,2.0
2013-01-07,43,522721,4.0,2.0
2016-06-07,10,2026801,3.0,0.0
2017-05-20,52,2046298,2.0,0.0
2015-07-17,44,1456994,8.0,0.0
2015-08-29,7,1018878,9.0,0.0
2015-09-30,41,1410792,1.0,0.0
2016-06-07,42,996537,6.0,1.0
2015-04-05,43,641042,2.0,0.0
2014-07-21,1,1167188,5.0,0.0
2015-01-13,51,991329,10.0,0.0
2014-01-29,48,577740,11.0,2.0
2016-01-03,48,895291,19.064,0.0
2016-10-24,6,311994,10.971,0.0
2016-05-13,49,358519,11.0,0.0
2016-03-04,27,765518,2.0,0.0
2016-03-31,5,1751174,30.727,0.0
2016-08-27,2,1116113,1.0,0.0
2013-11-24,10,305234,4.0,2.0
2014-10-13,12,1091369,3.0,0.0
2013-10-10,47,802833,18.0,2.0
2016-09-02,23,983310,1.0,0.0
2016-01-27,15,1473394,7.84,0.0
2017-05-03,22,664543,1.0,0.0
2015-08-15,44,872309,2.0,0.0
2014-08-15,3,699686,137.049,1.0
2015-03-06,15,1121616,21.0,0.0
2015-11-01,42,155600,1.0,0.0
2014-09-04,6,951675,2.0,0.0
2015-12-20,36,816606,2.0,0.0
2014-02-06,2,215331,9.0,2.0
2014-03-31,40,841607,8.0,2.0
2014-05-17,7,686036,1.0,0.0
2016-01-12,1,956012,1.0,0.0
2016-09-29,6,1973543,3.0,0.0
2017-05-28,20,2061214,40.0,0.0
2016-01-24,17,1958226,6.0,0.0
2016-11-21,8,940591,5.0,0.0
2015-06-04,46,668752,4.0,0.0
2017-04-02,45,1905800,1.0,0.0
2014-10-25,47,581078,41.0,0.0
2017-03-09,4,1047679,50.0,1.0
2013-03-29,48,882624,6.0,2.0
2014-04-16,37,939663,1.0,0.0
2016-05-04,47,1228319,10.0,0.0
2013-02-08,25,617763,4.0,2.0
2014-10-25,5,886067,2.0,0.0
2014-07-15,48,938574,23.0,0.0
2015-10-13,42,724403,4.0,0.0
2016-08-11,49,679602,9.0,0.0
2015-09-10,49,885553,8.0,0.0
2015-01-15,41,418025,1.0,0.0
2016-11-08,23,1473402,9.061000000000002,0.0
2013-09-14,49,1038946,12.0,2.0
2013-01-23,23,866927,7.0,2.0
2013-09-21,19,938574,5.0,2.0
2015-01-05,8,870546,5.0,0.0
2016-04-09,12,1464072,6.0,0.0
2014-10-27,27,1463885,17.0,0.0
2017-07-15,24,2047496,5.0,0.0
2017-07-07,19,422452,8.0,0.0
2016-12-22,2,1371620,1.0,0.0
2016-05-03,29,1178687,3.0,0.0
2013-09-25,49,949243,2.0,2.0
2015-04-19,20,268834,24.0,0.0
2015-08-21,4,1342006,4.0,0.0
2015-03-02,41,264753,1.0,0.0
2015-07-24,3,1642401,15.0,0.0
2016-08-30,20,564534,5.0,0.0
2015-09-24,30,1464086,17.0,0.0
2015-11-07,45,828630,29.0,0.0
2015-02-01,39,1347810,1.0,0.0
2017-03-22,20,1502391,1.916,0.0
2015-03-15,40,470762,2.0,0.0
2015-01-18,25,370042,7.0,0.0
2015-05-01,46,903285,48.176,1.0
2015-06-22,44,1306198,18.0,0.0
2017-02-20,25,759893,2.0,0.0
2015-04-04,32,269036,1.0,0.0
2014-06-08,54,671062,1.0,0.0
2016-01-06,2,1288226,2.703,0.0
2015-12-26,45,358232,30.0,0.0
2014-02-14,33,839364,1.0,2.0
2015-03-07,16,850460,14.0,0.0
2017-04-08,13,1463596,2.0,0.0
2014-03-20,9,208426,1.0,2.0
2016-11-27,24,1963606,2.0,0.0
2015-04-11,4,115693,2.0,0.0
2017-08-11,36,2012576,1.0,1.0
2016-07-07,8,1464073,1.0,0.0
2016-02-23,26,1958189,1.0,0.0
2015-10-06,17,153267,3.0,0.0
2017-04-25,48,2081142,3.0,0.0
2013-11-01,49,940590,6.0,2.0
2016-08-24,6,1160752,4.0,0.0
2014-06-23,27,470625,1.0,0.0
2017-04-10,49,819231,3.24,0.0
