date,htype,locale,locale_name,transferred,f2
419,4,2,15,1,236
270,3,0,9,0,490
39,4,2,15,1,940
98,4,2,15,1,621
408,4,2,15,1,109
447,4,2,15,1,975
57,4,2,15,1,534
167,4,2,15,1,367
398,4,2,15,1,994
42,3,1,4,0,565
77,4,2,15,1,784
179,4,2,15,1,51
101,3,0,3,0,109
36,4,2,15,1,708
225,4,2,15,1,605
84,4,2,15,1,818
248,4,2,15,1,165
385,4,2,15,1,920
196,4,2,15,1,696
1266,3,0,7,0,602
1280,4,2,15,1,500
1305,4,2,15,1,619
1509,4,2,15,1,751
1245,4,2,15,1,194
464,4,2,15,1,430
806,4,2,15,1,812
1153,3,0,14,0,549
1648,4,2,15,1,123
1658,4,2,15,1,921
977,4,2,15,1,228
754,4,2,15,1,412
608,4,2,15,1,106
633,4,2,15,1,714
1188,4,2,15,1,74
1304,4,2,15,1,410
993,4,2,15,1,946
1228,2,1,4,0,535
1468,4,2,15,1,924
1584,4,2,15,1,702
1408,6,1,4,0,127
1379,4,2,15,1,496
1409,4,2,15,1,740
1197,4,2,15,1,443
614,4,2,15,1,969
1299,4,2,15,1,304
670,3,1,4,0,360
956,4,2,15,1,501
559,4,2,15,1,680
1110,4,2,15,1,527
1283,4,2,15,1,92
1482,4,2,15,1,760
1195,4,2,15,1,588
1023,4,2,15,1,909
1370,4,2,15,1,690
1607,4,2,15,1,440
1204,2,1,4,0,529
1105,4,2,15,1,367
573,4,2,15,1,620
1472,4,2,15,1,383
1167,4,2,15,1,213
842,4,2,15,1,51
481,4,2,15,1,901
1567,3,0,19,0,79
720,0,1,4,0,357
1421,2,1,4,0,354
1615,4,2,15,1,768
1680,4,2,15,1,740
835,4,2,15,1,882
502,4,2,15,1,261
1407,3,0,11,0,519
800,4,2,15,1,478
1642,4,2,15,1,508
1538,4,2,15,1,973
635,4,2,15,1,725
1604,4,2,15,1,337
1534,4,2,15,1,71
487,4,2,15,1,293
1564,4,2,15,1,582
1340,4,2,15,1,527
752,4,2,15,1,287
834,4,2,15,1,103
1570,4,2,15,1,698
1419,4,2,15,1,64
1111,4,2,15,1,900
1129,4,2,15,1,316
673,3,3,22,0,384
1103,4,2,15,1,119
1247,4,2,15,1,663
677,3,0,7,0,518
1424,2,1,4,0,56
1125,4,2,15,1,591
1042,3,0,11,0,174
710,4,2,15,1,327
609,4,2,15,1,813
1065,4,2,15,1,398
562,4,2,15,1,445
330,4,2,15,1,574
445,4,2,15,1,576
165,4,2,15,1,887
192,4,2,15,1,419
262,4,2,15,1,405
300,4,2,15,1,515
207,4,2,15,1,367
275,4,2,15,1,82
331,4,2,15,1,559
344,4,2,15,1,597
436,4,2,15,1,858
139,4,2,15,1,948
227,4,2,15,1,161
147,4,2,15,1,560
161,4,2,15,1,744
50,4,2,15,1,715
427,4,2,15,1,297
322,4,2,15,1,262
376,4,2,15,1,775
35,4,2,15,1,851
58,4,2,15,1,422
453,4,2,15,1,841
299,4,2,15,1,549
283,5,1,4,0,497
232,4,2,15,1,185
83,4,2,15,1,733
183,3,0,21,0,720
187,4,2,15,1,381
117,4,2,15,1,402
243,4,2,15,1,322
896,4,2,15,1,190
695,2,1,4,0,139
1562,4,2,15,1,663
587,4,2,15,1,402
1203,2,1,4,0,582
1513,4,2,15,1,789
1371,4,2,15,1,498
755,4,2,15,1,552
1378,4,2,15,1,541
1451,0,1,4,0,979
1094,4,2,15,1,22
1415,4,2,15,1,909
1376,4,2,15,1,421
802,4,2,15,1,936
1289,4,2,15,1,931
1471,4,2,15,1,508
507,3,1,4,0,703
817,4,2,15,1,333
1151,4,2,15,1,822
513,4,2,15,1,755
493,0,1,4,0,34
1172,4,2,15,1,877
1608,4,2,15,1,311
921,4,2,15,1,375
1000,4,2,15,1,621
1508,4,2,15,1,329
575,4,2,15,1,792
499,4,2,15,1,350
1623,4,2,15,1,536
1553,4,2,15,1,491
612,4,2,15,1,960
1525,4,2,15,1,213
900,4,2,15,1,796
1080,4,2,15,1,540
1174,4,2,15,1,509
747,4,2,15,1,518
1603,4,2,15,1,960
1182,4,2,15,1,733
1530,4,2,15,1,501
1647,4,2,15,1,944
570,4,2,15,1,761
576,4,2,15,1,809
584,4,2,15,1,294
686,4,2,15,1,19
684,4,2,15,1,470
624,4,2,15,1,564
1170,4,2,15,1,885
1217,2,1,4,0,830
1364,4,2,15,1,317
1029,4,2,15,1,705
647,4,2,15,1,303
832,4,2,15,1,673
1635,4,2,15,1,972
1057,4,2,15,1,612
1560,3,1,4,0,359
1083,0,1,4,0,397
498,4,2,15,1,308
703,3,0,18,0,832
985,4,2,15,1,507
767,4,2,15,1,816
706,4,2,15,1,633
998,3,0,9,0,617
881,4,2,15,1,490
472,4,2,15,1,116
1191,4,2,15,1,506
860,4,2,15,1,751
1279,4,2,15,1,536
574,4,2,15,1,361
454,3,3,2,0,70
1459,4,2,15,1,128
851,4,2,15,1,402
504,4,2,15,1,454
809,4,2,15,1,241
950,4,2,15,1,912
759,4,2,15,1,713
743,4,2,15,1,511
119,4,2,15,1,333
407,4,2,15,1,795
32,4,2,15,1,258
138,4,2,15,1,457
433,4,2,15,1,824
338,0,0,18,0,682
393,4,2,15,1,769
384,4,2,15,1,490
340,4,2,15,1,892
442,4,2,15,1,479
65,4,2,15,1,212
343,4,2,15,1,129
178,4,2,15,1,732
71,4,2,15,1,749
443,4,2,15,1,612
290,4,2,15,1,481
388,4,2,15,1,114
257,4,2,15,1,800
327,4,2,15,1,95
339,3,0,18,0,704
346,4,2,15,1,469
112,4,2,15,1,424
43,4,2,15,1,703
177,4,2,15,1,826
320,4,2,15,1,521
254,4,2,15,1,587
238,4,2,15,1,678
110,3,0,19,0,878
239,4,2,15,1,528
310,3,3,20,0,360
124,4,2,15,1,269
728,3,1,4,0,796
869,4,2,15,1,465
740,4,2,15,1,999
1045,4,2,15,1,921
810,4,2,15,1,36
1661,0,0,8,0,739
751,4,2,15,1,517
989,4,2,15,1,619
1202,2,1,4,0,622
906,4,2,15,1,206
1198,2,1,4,0,468
1427,4,2,15,1,921
1234,4,2,15,1,728
1250,4,2,15,1,29
1544,4,2,15,1,383
1502,4,2,15,1,833
1426,4,2,15,1,628
1470,4,2,15,1,44
935,4,2,15,1,155
1275,4,2,15,1,619
808,4,2,15,1,213
1454,4,2,15,1,306
619,4,2,15,1,450
1493,4,2,15,1,482
1213,3,1,4,0,108
946,4,2,15,1,140
1242,4,2,15,1,50
1545,4,2,15,1,28
476,4,2,15,1,17
1074,4,2,15,1,689
687,4,2,15,1,449
1679,5,1,4,0,406
876,4,2,15,1,221
471,3,1,4,0,947
762,4,2,15,1,983
718,0,1,4,0,73
793,4,2,15,1,584
904,4,2,15,1,330
1102,4,2,15,1,19
1664,4,2,15,1,458
627,4,2,15,1,528
526,2,1,4,0,475
1318,4,2,15,1,982
1549,4,2,15,1,753
1005,4,2,15,1,331
1071,4,2,15,1,143
1086,0,1,4,0,489
892,4,2,15,1,746
787,4,2,15,1,640
1506,4,2,15,1,908
924,4,2,15,1,473
537,3,0,7,0,375
1239,5,1,4,0,118
1342,4,2,15,1,94
893,4,2,15,1,869
597,4,2,15,1,907
563,4,2,15,1,89
1189,4,2,15,1,23
1357,4,2,15,1,416
463,4,2,15,1,980
1321,4,2,15,1,956
745,4,2,15,1,412
1593,4,2,15,1,599
1008,4,2,15,1,574
1180,4,2,15,1,609
735,4,2,15,1,565
1209,2,1,4,0,985
1437,4,2,15,1,211
1668,4,2,15,1,415
1629,4,2,15,1,120
1186,4,2,15,1,575
960,4,2,15,1,695
807,4,2,15,1,980
1215,2,1,4,0,19
1227,2,1,4,0,784
846,4,2,15,1,756
722,1,1,4,0,478
1331,4,2,15,1,862
727,0,1,4,0,609
905,4,2,15,1,914
47,4,2,15,1,646
369,4,2,15,1,815
377,4,2,15,1,332
522,4,2,15,1,783
89,4,2,15,1,195
142,4,2,15,1,928
87,4,2,15,1,118
27,4,2,15,1,734
379,4,2,15,1,125
352,4,2,15,1,941
365,4,2,15,1,30
280,4,2,15,1,690
372,4,2,15,1,997
216,3,0,6,0,218
423,4,2,15,1,476
382,4,2,15,1,936
218,4,2,15,1,985
220,4,2,15,1,397
278,4,2,15,1,834
55,4,2,15,1,689
370,4,2,15,1,442
12,4,2,15,1,182
244,4,2,15,1,485
294,4,2,15,1,725
81,4,2,15,1,477
355,0,1,4,0,441
48,4,2,15,1,670
96,4,2,15,1,308
265,4,2,15,1,508
1431,0,0,18,0,654
546,4,2,15,1,89
753,4,2,15,1,78
1616,4,2,15,1,222
1216,2,1,4,0,819
1113,4,2,15,1,895
910,4,2,15,1,488
1489,4,2,15,1,981
482,4,2,15,1,617
942,4,2,15,1,836
862,4,2,15,1,425
716,4,2,15,1,322
651,4,2,15,1,787
516,4,2,15,1,255
1337,4,2,15,1,902
927,4,2,15,1,888
1644,4,2,15,1,993
705,3,0,13,0,239
1326,4,2,15,1,593
748,4,2,15,1,259
508,4,2,15,1,752
1461,4,2,15,1,911
1027,4,2,15,1,886
981,4,2,15,1,395
934,4,2,15,1,57
1286,4,2,15,1,203
774,3,1,4,0,255
931,3,0,1,0,763
1669,4,2,15,1,307
658,4,2,15,1,748
1474,4,2,15,1,134
1417,4,2,15,1,743
1028,4,2,15,1,252
838,3,0,19,0,142
930,4,2,15,1,573
1464,4,2,15,1,74
1196,3,0,12,0,284
645,3,1,4,2,15
1292,4,2,15,1,115
1630,3,0,7,0,871
1595,4,2,15,1,652
1531,4,2,15,1,416
1030,4,2,15,1,623
536,4,2,15,1,313
1301,4,2,15,1,98
665,4,2,15,1,829
1605,4,2,15,1,52
844,4,2,15,1,97
534,2,1,4,0,694
827,4,2,15,1,501
1453,4,2,15,1,143
1001,4,2,15,1,627
1411,4,2,15,1,900
1495,4,2,15,1,892
1391,4,2,15,1,61
1312,4,2,15,1,127
1037,3,3,22,0,851
899,4,2,15,1,274
491,4,2,15,1,590
1287,4,2,15,1,780
478,4,2,15,1,269
953,4,2,15,1,501
506,4,2,15,1,915
1403,3,3,20,0,403
592,4,2,15,1,235
137,4,2,15,1,823
318,4,2,15,1,359
133,4,2,15,1,458
359,4,2,15,1,496
323,4,2,15,1,132
315,3,0,0,0,525
200,4,2,15,1,794
184,4,2,15,1,939
28,4,2,15,1,139
90,3,3,2,0,502
214,4,2,15,1,472
326,4,2,15,1,727
324,4,2,15,1,881
25,4,2,15,1,416
164,4,2,15,1,12
46,4,2,15,1,801
342,4,2,15,1,860
143,3,1,4,0,706
356,0,1,4,0,623
22,4,2,15,1,824
308,4,2,15,1,682
410,4,2,15,1,889
41,3,1,4,0,722
211,4,2,15,1,13
284,4,2,15,1,703
1352,4,2,15,1,137
629,4,2,15,1,403
1078,4,2,15,1,412
791,4,2,15,1,104
936,4,2,15,1,946
678,3,0,11,0,487
561,4,2,15,1,626
653,4,2,15,1,844
839,4,2,15,1,567
1490,4,2,15,1,830
766,4,2,15,1,166
763,4,2,15,1,261
1435,4,2,15,1,439
1656,4,2,15,1,806
1683,3,0,19,0,705
713,4,2,15,1,744
1138,4,2,15,1,95
1355,4,2,15,1,325
648,4,2,15,1,296
1501,4,2,15,1,297
928,4,2,15,1,324
1645,4,2,15,1,293
1429,4,2,15,1,820
920,4,2,15,1,972
1666,4,2,15,1,8
799,4,2,15,1,714
878,4,2,15,1,793
1514,3,1,4,0,44
1580,4,2,15,1,829
882,4,2,15,1,732
607,4,2,15,1,446
1410,4,2,15,1,929
859,3,0,16,0,608
1309,3,0,6,0,521
675,4,2,15,1,606
1356,4,2,15,1,204
1002,4,2,15,1,74
1073,4,2,15,1,744
717,6,1,4,0,795
1519,4,2,15,1,486
1395,4,2,15,1,558
1677,4,2,15,1,531
973,4,2,15,1,583
1235,4,2,15,1,949
701,4,2,15,1,321
1441,4,2,15,1,634
1114,4,2,15,1,788
949,3,1,4,0,878
639,4,2,15,1,374
631,4,2,15,1,575
963,3,0,0,0,129
1423,4,2,15,1,483
1016,4,2,15,1,199
969,4,2,15,1,76
1100,4,2,15,1,967
871,3,1,4,0,414
455,4,2,15,1,300
1543,4,2,15,1,828
1273,4,2,15,1,793
697,4,2,15,1,737
805,4,2,15,1,248
1096,4,2,15,1,241
829,3,0,3,0,690
1428,4,2,15,1,747
634,3,0,9,0,928
1024,4,2,15,1,217
1455,4,2,15,1,863
554,4,2,15,1,519
811,4,2,15,1,649
1350,4,2,15,1,983
1193,4,2,15,1,66
1178,4,2,15,1,63
589,4,2,15,1,815
1268,3,3,10,0,449
880,4,2,15,1,230
1467,4,2,15,1,634
1154,4,2,15,1,307
1412,4,2,15,1,302
1218,2,1,4,0,729
1393,4,2,15,1,994
1082,0,1,4,0,859
1346,4,2,15,1,859
613,4,2,15,1,30
1055,4,2,15,1,209
1492,4,2,15,1,131
672,4,2,15,1,635
1611,4,2,15,1,57
820,3,1,4,0,85
1673,3,0,6,0,908
484,3,1,4,0,704
742,4,2,15,1,369
1385,4,2,15,1,205
446,4,2,15,1,596
125,4,2,15,1,155
401,4,2,15,1,777
415,4,2,15,1,935
191,4,2,15,1,447
409,4,2,15,1,882
209,4,2,15,1,631
282,4,2,15,1,640
287,4,2,15,1,807
126,4,2,15,1,927
185,4,2,15,1,267
195,4,2,15,1,571
228,4,2,15,1,287
53,4,2,15,1,738
271,4,2,15,1,286
341,3,0,13,0,130
350,4,2,15,1,432
29,4,2,15,1,327
114,4,2,15,1,574
360,4,2,15,1,284
180,4,2,15,1,511
136,4,2,15,1,742
256,4,2,15,1,559
237,4,2,15,1,678
373,4,2,15,1,984
321,4,2,15,1,154
367,4,2,15,1,361
226,3,0,19,0,664
334,4,2,15,1,156
150,4,2,15,1,339
104,4,2,15,1,450
73,4,2,15,1,813
26,4,2,15,1,964
61,4,2,15,1,881
558,4,2,15,1,596
118,3,1,4,0,659
