ORDERKEY,CUSTKEY,PARTKEY,SUPPKEY,ORDERDATE,REVENUE
26497,95968,369980,1012,19920824,565
26497,95968,449871,8539,19920824,240
26497,95968,377966,11862,19920824,407
26497,95968,263617,16820,19920824,131
26498,125212,205044,13586,19970304,784
26498,125212,360851,13921,19970304,293
26498,125212,7328,5404,19970304,109
26498,125212,149677,1815,19970304,113
26498,125212,413513,15077,19970304,478
26499,228007,33649,19024,19971130,575
26499,228007,331314,7410,19971130,105
26499,228007,392947,10862,19971130,320
26499,228007,57166,17165,19971130,383
26499,228007,179953,11090,19971130,784
26499,228007,462715,6693,19971130,820
26499,228007,247170,4591,19971130,900
26500,208660,371524,6941,19950504,394
26500,208660,589702,13427,19950504,337
26500,208660,317132,3370,19950504,931
26500,208660,224217,9953,19950504,709
26500,208660,406853,6870,19950504,384
26500,208660,364378,15542,19950504,662
26501,216895,503101,17678,19930316,46
26501,216895,406753,9265,19930316,17
26501,216895,491947,10170,19930316,482
26501,216895,140790,10640,19930316,49
26501,216895,441711,687,19930316,20
26501,216895,34492,11399,19930316,94
26502,43843,158137,557,19960703,906
26502,43843,392992,5441,19960703,820
26502,43843,211188,17702,19960703,234
26502,43843,430306,839,19960703,497
26502,43843,350756,15601,19960703,553
26502,43843,143750,14820,19960703,910
26503,47716,549758,13448,19941009,987
26503,47716,374227,9541,19941009,222
26503,47716,430726,7844,19941009,618
26503,47716,203917,13006,19941009,765
26503,47716,29806,3814,19941009,404
26503,47716,534959,12706,19941009,1004
26528,56029,165866,17562,19970107,982
26528,56029,100449,13430,19970107,8
26528,56029,437864,8099,19970107,453
26528,56029,171198,17350,19970107,446
26528,56029,316522,17520,19970107,95
26528,56029,174516,1949,19970107,533
26529,264298,428155,17599,19931220,312
26529,264298,196414,19597,19931220,519
26529,264298,523151,11377,19931220,496
26529,264298,198640,19045,19931220,150
26529,264298,131310,16219,19931220,328
26529,264298,125357,10143,19931220,395
26529,264298,270520,17856,19931220,480
26530,224386,421270,10322,19980103,679
26530,224386,268446,12658,19980103,461
26530,224386,362754,2707,19980103,1009
26531,227080,412065,11541,19920909,118
26531,227080,363736,13732,19920909,910
26532,201106,61401,17145,19980408,751
26532,201106,551416,4162,19980408,901
26532,201106,47760,15944,19980408,9
26532,201106,495205,15859,19980408,195
26533,160876,315100,7737,19940222,510
26533,160876,277250,9505,19940222,991
26534,211219,517049,11902,19960906,566
26534,211219,240249,3705,19960906,966
26535,54541,404283,7416,19951027,798
26535,54541,377447,11188,19951027,487
26535,54541,541082,12179,19951027,326
26535,54541,350931,10379,19951027,365
26560,159574,486595,15540,19930516,817
26560,159574,195535,9444,19930516,599
26560,159574,146768,9821,19930516,957
26560,159574,113566,19021,19930516,36
26560,159574,90631,5663,19930516,283
26560,159574,426572,9885,19930516,854
26560,159574,593998,12592,19930516,210
26561,230608,515919,7076,19930924,466
26561,230608,438100,11661,19930924,591
26561,230608,534143,5637,19930924,315
26561,230608,127850,4372,19930924,577
26562,99343,332085,13098,19960903,885
26562,99343,140929,15895,19960903,367
26563,150898,19173,17484,19961110,918
26563,150898,27496,18640,19961110,435
26564,239302,465442,2943,19930911,78
26564,239302,466888,2950,19930911,894
26564,239302,177264,13194,19930911,601
26565,124958,509571,12763,19960815,210
26565,124958,545672,11695,19960815,371
26565,124958,97541,2292,19960815,954
26565,124958,167641,13738,19960815,804
26565,124958,539775,6115,19960815,397
26565,124958,585202,5409,19960815,465
26565,124958,288066,17921,19960815,31
26566,167134,113482,5360,19970416,704
26566,167134,480297,14332,19970416,933
26566,167134,548843,4546,19970416,701
26566,167134,599244,16815,19970416,380
26566,167134,477926,7846,19970416,682
26566,167134,290170,5883,19970416,672
26566,167134,75681,7754,19970416,68
26567,108887,556284,19544,19920805,494
26567,108887,251451,2127,19920805,177
26567,108887,328049,6173,19920805,485
26567,108887,103968,17180,19920805,841
26567,108887,183915,13123,19920805,88
26567,108887,456316,12253,19920805,843
26567,108887,96871,5861,19920805,394
26592,62677,309658,19866,19940629,387
26592,62677,14432,74,19940629,738
26592,62677,157474,1895,19940629,134
26592,62677,58368,18823,19940629,690
26592,62677,584463,1899,19940629,677
26593,108175,491926,14475,19931215,447
26593,108175,399756,16396,19931215,706
26593,108175,482593,2788,19931215,800
26593,108175,132578,3530,19931215,146
26593,108175,422505,17789,19931215,128
26594,84658,442037,9275,19980625,605
26594,84658,100269,9465,19980625,903
26594,84658,409871,13949,19980625,170
26594,84658,100809,19845,19980625,224
26595,235324,551010,18387,19940317,451
26595,235324,413170,67,19940317,551
26595,235324,343881,9681,19940317,482
26595,235324,400548,13091,19940317,836
26596,185002,486527,599,19920602,721
26596,185002,250257,10995,19920602,1000
26596,185002,59309,2425,19920602,491
26596,185002,204258,10456,19920602,331
26597,97244,4369,6058,19920712,384
26597,97244,226665,7590,19920712,959
26597,97244,151157,3026,19920712,544
26598,277543,394633,3058,19941225,327
26598,277543,189795,5806,19941225,233
26599,240824,75112,17234,19941021,742
26599,240824,593215,10240,19941021,6
26599,240824,554583,2250,19941021,265
26599,240824,464679,9220,19941021,794
26599,240824,256630,9102,19941021,503
26599,240824,378559,12601,19941021,975
26599,240824,38289,11847,19941021,810
26624,227287,310958,7144,19930227,680
26624,227287,268204,12438,19930227,45
26624,227287,490674,17820,19930227,531
26624,227287,343030,19723,19930227,794
26624,227287,489276,10752,19930227,426
26625,97031,378124,6466,19970618,540
26625,97031,527604,11499,19970618,840
26625,97031,26599,15950,19970618,632
26625,97031,34051,19916,19970618,265
26625,97031,491133,5675,19970618,111
26625,97031,258551,17999,19970618,164
26625,97031,255110,6532,19970618,978
26626,296695,31308,10440,19940409,385
26626,296695,592422,779,19940409,475
26626,296695,420046,12353,19940409,549
26626,296695,107392,15679,19940409,30
26626,296695,131096,16194,19940409,310
26626,296695,118389,4472,19940409,1009
26626,296695,150255,9635,19940409,759
26627,227927,525129,5771,19961113,99
26627,227927,439276,13038,19961113,553
26628,63910,345279,19215,19920730,379
26628,63910,503975,4189,19920730,765
26628,63910,106656,12100,19920730,952
26628,63910,363448,596,19920730,894
26628,63910,455139,186,19920730,156
26628,63910,119677,1735,19920730,972
26629,112678,494393,11949,19970829,297
26629,112678,459084,5202,19970829,315
26629,112678,419817,7090,19970829,785
26630,146128,512116,18094,19930325,527
26630,146128,126987,4647,19930325,734
26630,146128,61327,14828,19930325,701
26630,146128,513898,1608,19930325,551
26631,151964,296682,19156,19940906,977
26631,151964,333346,5865,19940906,890
26631,151964,345113,11275,19940906,269
26631,151964,102035,6638,19940906,945
26631,151964,94817,15527,19940906,460
26631,151964,586354,17664,19940906,802
26631,151964,437189,14105,19940906,796
26656,144271,229263,10572,19970613,532
26656,144271,11634,1515,19970613,161
26657,161920,245278,16322,19930920,469
26657,161920,376454,15150,19930920,978
26657,161920,54024,19648,19930920,421
26657,161920,177332,17593,19930920,327
26658,81997,62000,10789,19960728,184
26658,81997,431307,6656,19960728,125
26658,81997,374006,15027,19960728,143
26659,222719,539289,896,19980406,665
26659,222719,229147,4515,19980406,826
26659,222719,470597,8650,19980406,214
26659,222719,117089,18121,19980406,1017
26659,222719,511567,18921,19980406,151
26659,222719,491555,16833,19980406,904
26659,222719,157191,12041,19980406,58
26660,122695,107253,11371,19941104,744
26660,122695,197103,5193,19941104,522
26660,122695,108748,14525,19941104,804
26660,122695,122101,17800,19941104,317
26660,122695,148947,3069,19941104,565
26660,122695,141307,5441,19941104,725
26661,216886,523232,17783,19951213,860
26661,216886,349895,11953,19951213,581
26661,216886,82892,3274,19951213,407
26661,216886,557777,14847,19951213,749
26661,216886,142127,9729,19951213,896
26661,216886,122431,6232,19951213,1
26662,172109,13331,6608,19920707,257
26662,172109,240798,8206,19920707,792
26662,172109,80500,7269,19920707,639
26662,172109,559858,573,19920707,115
26663,27185,123919,9384,19950329,54
26688,284005,354691,2170,19970708,969
26688,284005,288439,8153,19970708,349
26688,284005,391711,1305,19970708,672
26688,284005,273338,12526,19970708,929
26689,250318,584683,12748,19920914,929
26689,250318,558726,1944,19920914,1007
26689,250318,500417,2058,19920914,574
26689,250318,291812,19835,19920914,914
26689,250318,74489,19949,19920914,573
26690,166171,282542,3912,19971003,854
26690,166171,270558,3651,19971003,273
26690,166171,455905,18049,19971003,843
26690,166171,388764,548,19971003,295
26690,166171,544967,4311,19971003,319
26690,166171,260206,1491,19971003,516
26691,127549,374708,13713,19960607,723
26691,127549,104299,4368,19960607,530
26691,127549,344637,10235,19960607,1005
26691,127549,501708,13879,19960607,818
26691,127549,389950,12916,19960607,81
26691,127549,73541,6719,19960607,243
26691,127549,597053,13809,19960607,106
26692,205796,267911,1241,19980101,164
26693,100279,301625,18745,19920526,11
26693,100279,597401,17880,19920526,670
26694,278116,154893,16380,19950929,836
26694,278116,478007,2652,19950929,741
26694,278116,455297,6249,19950929,654
26694,278116,364838,12007,19950929,109
26694,278116,423576,17696,19950929,94
26695,281795,10378,3881,19950120,473
26695,281795,416370,6047,19950120,606
26695,281795,120739,154,19950120,63
26720,11837,518408,12857,19940708,326
26720,11837,280157,14608,19940708,927
26720,11837,384898,10311,19940708,406
26720,11837,368180,1901,19940708,609
26720,11837,197083,14859,19940708,181
26720,11837,368202,6312,19940708,651
26721,29096,596804,1522,19950713,200
26721,29096,281577,17313,19950713,449
26721,29096,254956,18297,19950713,45
26721,29096,439741,1628,19950713,496
26721,29096,516328,11007,19950713,727
26722,9850,224023,3038,19941223,271
26722,9850,149934,5246,19941223,107
26722,9850,534763,5512,19941223,307
26722,9850,350611,4169,19941223,954
26722,9850,118381,1153,19941223,826
26723,238534,74295,18046,19951106,1006
26724,135989,157141,1806,19950309,529
26725,166586,151602,6430,19960914,667
26725,166586,363229,15249,19960914,736
26725,166586,389760,18942,19960914,517
26725,166586,480284,15501,19960914,126
26725,166586,322115,4212,19960914,540
26725,166586,575829,17861,19960914,54
26726,203314,287578,6069,19931202,377
26727,88357,77832,9491,19970315,734
26727,88357,108456,11064,19970315,1013
26727,88357,9774,5250,19970315,568
26752,11395,38752,13390,19980309,355
26752,11395,289718,15992,19980309,966
26752,11395,285674,9887,19980309,178
26752,11395,114573,7696,19980309,791
26752,11395,214470,16148,19980309,981
26752,11395,397029,3325,19980309,874
26752,11395,263340,18246,19980309,857
26753,95641,340182,15917,19940520,1022
26753,95641,25147,16004,19940520,232
26754,31669,56575,13843,19950318,632
26754,31669,448535,2905,19950318,790
26754,31669,113541,2159,19950318,909
26755,50374,274033,13807,19961219,745
26755,50374,61726,12470,19961219,517
26755,50374,19419,12023,19961219,731
26756,29425,11180,2339,19941208,306
26756,29425,94843,2695,19941208,468
26756,29425,415796,14847,19941208,773
26756,29425,73470,4487,19941208,324
26756,29425,18,16960,19941208,891
26756,29425,294753,11922,19941208,911
26756,29425,297255,4403,19941208,668
26757,122284,354282,19400,19951230,348
26757,122284,6079,19648,19951230,99
26757,122284,160036,8207,19951230,425
26758,222080,443032,17662,19950618,463
26758,222080,25142,16301,19950618,442
26758,222080,147756,18333,19950618,31
26758,222080,518287,10903,19950618,124
26758,222080,34084,1537,19950618,721
26758,222080,440023,11421,19950618,153
26758,222080,450862,5617,19950618,711
26759,195352,225414,1014,19931219,771
26759,195352,124471,7701,19931219,994
26784,50885,341003,3971,19950930,761
26785,218633,556926,2138,19931206,784
26785,218633,245252,4419,19931206,406
26786,164407,77876,5913,19920930,165
26786,164407,255392,13708,19920930,761
26786,164407,565814,2395,19920930,952
26786,164407,230287,6073,19920930,662
26787,172832,101652,19671,19941213,511
26787,172832,252113,16872,19941213,840
26787,172832,47773,18403,19941213,397
26787,172832,109053,12126,19941213,781
26788,184958,447095,14282,19920711,959
26788,184958,518057,11151,19920711,681
26788,184958,376476,1784,19920711,617
26788,184958,422092,11973,19920711,826
26789,277312,50000,9825,19941111,271
26789,277312,337366,16633,19941111,462
26789,277312,101972,18998,19941111,730
26789,277312,238549,16671,19941111,715
26789,277312,78160,18770,19941111,695
26789,277312,227211,2608,19941111,91
26789,277312,323238,9645,19941111,934
26790,266333,253524,9524,19970328,69
26790,266333,374745,9749,19970328,238
26790,266333,127848,17103,19970328,520
26790,266333,128524,3891,19970328,508
26790,266333,93422,15012,19970328,675
26790,266333,530180,10508,19970328,473
26791,242887,88514,8614,19980227,45
26791,242887,244210,5919,19980227,651
26791,242887,428493,15888,19980227,565
26791,242887,479992,6603,19980227,566
26791,242887,222434,13599,19980227,112
26791,242887,432945,9104,19980227,519
26816,73087,581518,2570,19980509,260
26816,73087,158472,9476,19980509,409
26816,73087,35557,6729,19980509,650
26817,151120,45924,8381,19970917,699
26817,151120,231439,4300,19970917,647
26817,151120,582964,912,19970917,558
26818,57166,406210,13539,19950825,381
26819,183067,19946,14062,19950809,848
26819,183067,423183,10104,19950809,896
26820,288448,450666,13326,19930726,877
26820,288448,529248,91,19930726,763
26820,288448,59156,19152,19930726,1007
26821,226967,99102,11368,19980121,538
26821,226967,590663,852,19980121,79
26821,226967,268574,11402,19980121,712
26821,226967,119902,5175,19980121,255
26821,226967,377978,5708,19980121,135
26821,226967,473281,8725,19980121,79
26822,122546,374069,865,19960203,398
26822,122546,169172,2436,19960203,329
26822,122546,464307,7971,19960203,699
26822,122546,598739,82,19960203,966
26822,122546,399615,12689,19960203,570
26823,124510,393181,14167,19971215,617
26823,124510,383502,14897,19971215,704
26823,124510,310124,7260,19971215,794
26848,119096,79012,12497,19960316,774
26848,119096,146921,10310,19960316,837
26848,119096,299451,12281,19960316,104
26848,119096,70290,16502,19960316,745
26848,119096,563142,1587,19960316,253
26848,119096,316406,17694,19960316,428
26848,119096,33977,16000,19960316,655
26849,38566,442185,5819,19960618,908
26849,38566,195243,13877,19960618,684
26849,38566,46584,1850,19960618,212
26849,38566,525956,623,19960618,132
26849,38566,531141,14043,19960618,1010
26849,38566,75174,15408,19960618,66
26850,159238,341849,12501,19931107,919
26850,159238,439352,11548,19931107,252
26851,288488,357300,7360,19921210,923
26851,288488,327662,4431,19921210,887
26851,288488,207703,10163,19921210,327
26851,288488,53328,3881,19921210,399
26851,288488,467597,13719,19921210,150
26852,8341,492155,2671,19970905,603
26852,8341,49057,3180,19970905,610
26852,8341,86315,2092,19970905,19
26852,8341,489672,7236,19970905,331
26853,60227,343760,14716,19970502,671
26853,60227,157565,11255,19970502,135
26854,30586,407964,4670,19980318,260
26855,149962,102741,2144,19931127,670
26855,149962,555495,6522,19931127,800
26855,149962,199993,2812,19931127,782
26880,93575,206597,9035,19960731,366
26880,93575,68740,9227,19960731,778
26880,93575,310034,9720,19960731,611
26880,93575,325603,10899,19960731,767
26880,93575,393065,19279,19960731,902
26880,93575,230097,16209,19960731,829
26881,108751,194935,6733,19931204,161
26881,108751,258166,16294,19931204,992
26882,149230,53252,7955,19970216,751
26882,149230,405815,14221,19970216,849
26882,149230,329736,19287,19970216,333
26882,149230,266538,7875,19970216,261
26883,85228,471966,3529,19940311,742
26883,85228,319289,15922,19940311,174
26883,85228,489338,17470,19940311,759
26883,85228,92227,4019,19940311,481
26883,85228,248523,19152,19940311,950
26883,85228,315111,19115,19940311,243
26883,85228,459110,10741,19940311,288
26884,220475,246658,19069,19960618,976
26884,220475,172319,6898,19960618,163
26884,220475,560671,7207,19960618,944
26884,220475,182823,19963,19960618,526
26884,220475,92526,8922,19960618,260
26885,215738,328347,19997,19950316,211
26886,101030,78534,11342,19960621,371
26886,101030,514939,3945,19960621,990
26887,6227,79222,17987,19920219,176
26887,6227,80306,348,19920219,592
26887,6227,301432,6873,19920219,1008
26887,6227,365191,5248,19920219,896
26887,6227,363772,12223,19920219,676
26887,6227,500062,2640,19920219,452
26912,248941,359748,8171,19920331,360
26912,248941,70924,2328,19920331,260
26912,248941,417660,5749,19920331,777
26912,248941,210133,9103,19920331,585
26912,248941,104369,18421,19920331,812
26912,248941,319621,8608,19920331,558
26913,138658,274818,3022,19930115,264
26913,138658,59957,4849,19930115,870
26913,138658,288280,6532,19930115,188
26913,138658,117098,15010,19930115,208
26914,19330,101663,18984,19980701,119
26914,19330,440302,14741,19980701,382
26914,19330,352811,18986,19980701,163
26914,19330,492388,14880,19980701,306
26914,19330,356755,14210,19980701,233
26915,254947,63119,5459,19931003,520
26915,254947,27493,15568,19931003,412
26915,254947,66132,2241,19931003,286
26915,254947,273591,15464,19931003,982
26915,254947,431833,16132,19931003,270
26915,254947,204085,16226,19931003,949
26915,254947,452797,15566,19931003,963
26916,286495,357141,16585,19950523,425
26916,286495,54458,10918,19950523,408
26916,286495,260941,5877,19950523,712
26917,114361,354272,5139,19960715,896
26917,114361,436677,2644,19960715,94
26917,114361,24611,17106,19960715,817
26917,114361,232302,119,19960715,872
26918,232882,362314,244,19960501,234
26919,214351,112082,16777,19970321,583
26919,214351,347380,3670,19970321,1009
26944,168578,457086,4445,19920918,182
26944,168578,434372,2997,19920918,322
26945,75794,480987,19572,19930221,798
26945,75794,139173,13841,19930221,615
26945,75794,276759,1724,19930221,935
26945,75794,285661,8289,19930221,10
26946,68246,585484,10851,19920923,288
26946,68246,225567,12258,19920923,784
26946,68246,304012,13000,19920923,163
26946,68246,525318,4230,19920923,892
26946,68246,15140,4844,19920923,197
26946,68246,46890,1637,19920923,462
26947,104251,400707,17858,19930430,817
26947,104251,267738,16379,19930430,905
26947,104251,460725,14126,19930430,796
26947,104251,389502,14244,19930430,909
26947,104251,353206,5793,19930430,420
26947,104251,531040,2588,19930430,343
26947,104251,180630,15805,19930430,504
26948,119248,439864,2572,19950312,705
26948,119248,193182,15358,19950312,585
26949,184573,201647,10572,19921101,401
26949,184573,268611,11382,19921101,992
26949,184573,131650,15641,19921101,512
26949,184573,429189,16108,19921101,934
26949,184573,163290,18608,19921101,944
26949,184573,11027,8763,19921101,731
26950,88097,113971,7657,19960512,753
26950,88097,306733,9001,19960512,501
26950,88097,59333,14591,19960512,112
26950,88097,3177,10701,19960512,967
26951,138139,389781,10278,19950711,116
26976,279001,70417,1805,19920305,223
26976,279001,290645,19884,19920305,461
26976,279001,259352,591,19920305,537
26977,162827,30929,2491,19920613,260
26977,162827,222272,10826,19920613,574
26978,28138,103066,12567,19960626,282
26978,28138,29043,7100,19960626,733
26978,28138,324885,6120,19960626,785
26978,28138,329447,10191,19960626,596
26979,95221,322155,18752,19930313,457
26979,95221,50825,19785,19930313,70
26979,95221,403554,17469,19930313,734
26979,95221,126438,19474,19930313,820
26980,157144,181762,11790,19931201,335
26980,157144,260867,1678,19931201,543
26980,157144,187195,9339,19931201,702
26980,157144,375212,16799,19931201,960
26980,157144,182032,15086,19931201,493
26980,157144,1966,14029,19931201,798
26980,157144,36932,13756,19931201,172
26981,205618,304673,5298,19970906,664
26982,110308,276818,9542,19931220,418
26982,110308,71089,9995,19931220,206
26982,110308,178470,16516,19931220,74
26982,110308,138281,8221,19931220,524
26983,244609,548093,985,19960418,393
26983,244609,596457,18176,19960418,635
26983,244609,440754,9210,19960418,585
26983,244609,151050,2741,19960418,653
26983,244609,85545,4869,19960418,563
26983,244609,139413,17540,19960418,860
26983,244609,111625,8960,19960418,502
27008,235714,476648,6967,19961203,705
27008,235714,408125,635,19961203,212
27008,235714,140189,17720,19961203,599
27008,235714,555368,10052,19961203,366
27008,235714,468494,17857,19961203,470
27008,235714,164550,16167,19961203,609
27009,132737,357036,18163,19971102,61
27010,99250,252896,1336,19960422,690
27010,99250,7409,3005,19960422,197
27010,99250,312465,1763,19960422,434
27010,99250,399179,19505,19960422,423
27011,80224,212720,12555,19951111,554
27011,80224,368471,17580,19951111,865
27011,80224,276812,14840,19951111,592
27011,80224,568649,4550,19951111,76
27011,80224,480361,5079,19951111,107
27011,80224,420218,17265,19951111,729
27012,107446,557297,2627,19960222,321
27012,107446,482679,4563,19960222,704
27013,117287,98519,18362,19960207,286
27013,117287,406210,14900,19960207,316
27013,117287,362293,12493,19960207,652
27013,117287,248783,9523,19960207,959
27014,226294,37097,6527,19930115,771
27014,226294,81472,13137,19930115,738
27014,226294,83116,13108,19930115,94
27015,198734,265577,19611,19961115,441
27015,198734,149909,9613,19961115,561
27040,221677,38113,19244,19951120,773
27040,221677,357592,6884,19951120,560
27040,221677,436932,18845,19951120,89
27040,221677,110685,1981,19951120,843
27040,221677,270597,3917,19951120,651
27040,221677,511799,19452,19951120,335
27040,221677,192022,6250,19951120,921
27041,19442,502357,14999,19920902,692
27041,19442,509702,6779,19920902,455
27041,19442,356601,13326,19920902,116
27041,19442,580693,1136,19920902,496
27041,19442,106588,16816,19920902,58
27041,19442,409553,19965,19920902,446
27041,19442,144577,6886,19920902,795
27042,56743,488910,12372,19940919,15
27043,271708,425447,423,19941106,993
27043,271708,287620,17493,19941106,802
27044,274246,255181,8767,19970820,459
27044,274246,11979,14809,19970820,694
27045,26963,406968,18760,19940829,715
27045,26963,498587,4858,19940829,468
27045,26963,136468,17600,19940829,237
27046,153890,248163,9920,19940806,261
27046,153890,260619,11563,19940806,958
27046,153890,215742,18029,19940806,596
27046,153890,160439,6581,19940806,714
27046,153890,96423,6446,19940806,832
27047,122417,502152,813,19961012,865
27047,122417,52235,2349,19961012,551
27047,122417,97472,3313,19961012,61
27047,122417,208539,12258,19961012,298
27047,122417,303968,10272,19961012,433
27047,122417,374654,10157,19961012,538
27047,122417,394498,829,19961012,522
27072,46969,313533,16201,19950314,2
27072,46969,343092,17240,19950314,639
27073,76148,448864,13764,19960412,129
27073,76148,255568,7257,19960412,453
27074,11924,208267,2121,19960627,901
27074,11924,532003,18673,19960627,922
27074,11924,166188,9368,19960627,123
27074,11924,108768,15772,19960627,196
27075,290923,180723,14985,19921102,912
27075,290923,197112,1267,19921102,747
27075,290923,245655,8696,19921102,17
27075,290923,112629,12851,19921102,671
27075,290923,552848,17216,19921102,72
27075,290923,108065,15660,19921102,1013
27076,114149,376278,8406,19980205,861
27077,287386,490130,17464,19920703,64
27077,287386,210727,12417,19920703,461
27077,287386,484882,4049,19920703,712
27077,287386,205340,2854,19920703,75
27078,70795,595180,3846,19950505,407
27078,70795,578159,17235,19950505,765
27078,70795,113270,13586,19950505,452
27079,50002,496525,19383,19920606,532
27079,50002,292847,14953,19920606,819
27104,59951,481421,9530,19950905,527
27104,59951,239133,3278,19950905,283
27105,180568,533768,16241,19930309,1007
27105,180568,422715,12295,19930309,258
27106,288827,156508,17269,19930416,313
27106,288827,19748,3814,19930416,60
27106,288827,89356,19483,19930416,742
27106,288827,594857,8485,19930416,654
27107,4846,490194,2868,19940805,271
27107,4846,86136,15334,19940805,257
27107,4846,481890,18062,19940805,265
27107,4846,323695,14477,19940805,52
27107,4846,125947,5565,19940805,204
27107,4846,588288,9386,19940805,938
27107,4846,542234,14790,19940805,859
27108,133628,520622,5177,19960311,28
27108,133628,292721,13593,19960311,252
27108,133628,345521,4711,19960311,706
27108,133628,370299,6441,19960311,982
27108,133628,400628,5420,19960311,731
27108,133628,153884,18826,19960311,102
27109,73762,194918,15345,19980524,59
27109,73762,570580,19788,19980524,436
27109,73762,524506,15610,19980524,536
27110,110173,561194,172,19940207,829
27111,74659,292107,17280,19920130,956
27111,74659,228740,4083,19920130,664
27111,74659,231974,2575,19920130,395
27111,74659,571189,8187,19920130,736
27111,74659,572512,13833,19920130,924
27111,74659,291,8419,19920130,656
27136,173486,190538,8493,19940614,459
27136,173486,159585,18152,19940614,404
27136,173486,142748,7377,19940614,226
27136,173486,349475,9685,19940614,533
27136,173486,213201,7896,19940614,810
27137,71815,352942,11604,19930216,894
27137,71815,295550,4441,19930216,736
27137,71815,501806,13552,19930216,883
27137,71815,248622,1453,19930216,724
27137,71815,176826,14461,19930216,95
27137,71815,104286,9581,19930216,761
27138,65368,160820,12295,19920521,952
27139,10006,482915,5577,19920913,226
27140,147793,13851,11347,19940130,357
27140,147793,584695,16261,19940130,611
27140,147793,153852,3541,19940130,280
27140,147793,374243,11240,19940130,223
27140,147793,92584,9313,19940130,330
27141,253253,34533,7418,19920121,705
27141,253253,189504,9600,19920121,543
27141,253253,189906,4905,19920121,751
27141,253253,338036,11525,19920121,89
27141,253253,565107,8409,19920121,837
27141,253253,342063,18753,19920121,251
27141,253253,445311,12058,19920121,803
27142,18451,540425,12398,19971220,816
27142,18451,119653,4629,19971220,412
27142,18451,399092,3753,19971220,632
27142,18451,123917,9142,19971220,534
27143,184342,294351,8377,19960628,62
27143,184342,144729,3505,19960628,519
27143,184342,55589,15373,19960628,771
27143,184342,81174,12395,19960628,350
27143,184342,478873,16992,19960628,319
27143,184342,12306,590,19960628,754
27168,115771,95953,10960,19950402,594
27168,115771,478409,3838,19950402,287
27168,115771,10166,18008,19950402,144
27168,115771,445944,4734,19950402,105
27168,115771,376715,18364,19950402,89
27168,115771,235564,2698,19950402,926
27168,115771,313567,13227,19950402,735
27169,237091,313465,17907,19970109,263
27169,237091,401223,123,19970109,812
27169,237091,548086,4650,19970109,63
27169,237091,473544,2970,19970109,737
27169,237091,439792,2112,19970109,153
27169,237091,169465,3623,19970109,795
27170,155488,29950,2276,19941208,804
27170,155488,557604,9661,19941208,498
27170,155488,240950,8590,19941208,523
27171,279880,330426,8869,19950615,504
27171,279880,468758,17848,19950615,714
27171,279880,402040,2864,19950615,34
27171,279880,479401,12964,19950615,235
27171,279880,480999,11336,19950615,109
27172,220795,293552,16785,19980303,718
27172,220795,521024,18967,19980303,480
27172,220795,435667,11576,19980303,568
27172,220795,441961,3427,19980303,536
27173,178489,68895,3544,19980429,177
27173,178489,512002,8904,19980429,884
27173,178489,15417,19133,19980429,552
27173,178489,498571,6911,19980429,821
27173,178489,478526,5265,19980429,649
27173,178489,180006,5816,19980429,537
27173,178489,160148,4409,19980429,301
27174,145456,595953,1475,19931013,471
27174,145456,371488,6511,19931013,819
27174,145456,591300,846,19931013,449
27175,260438,111911,17886,19961225,69
27175,260438,481154,6846,19961225,832
27175,260438,546274,7816,19961225,425
27200,174277,457832,16527,19920804,142
27200,174277,381480,3661,19920804,378
27200,174277,527069,16409,19920804,576
27201,160903,447579,4543,19970709,318
27202,69565,433014,10390,19950910,545
27202,69565,252792,10795,19950910,502
27202,69565,72824,19303,19950910,947
27202,69565,545251,18317,19950910,58
27202,69565,222563,8540,19950910,819
27203,59873,551685,13937,19951205,693
27204,80783,326735,6854,19930624,273
27204,80783,222896,10484,19930624,112
27204,80783,398735,15475,19930624,790
27205,208663,154487,7497,19940225,337
27205,208663,262548,9951,19940225,48
27205,208663,234942,17438,19940225,778
27205,208663,66416,14536,19940225,975
27205,208663,244973,13202,19940225,615
27206,286388,15515,12253,19970913,528
27207,120478,190596,9421,19930416,206
27207,120478,534818,8960,19930416,1010
27207,120478,82375,7776,19930416,565
27207,120478,270826,4273,19930416,336
27232,169615,516706,926,19920207,172
27232,169615,477508,15250,19920207,361
27233,94010,143111,4931,19920219,135
27233,94010,465209,9701,19920219,33
27233,94010,166069,10338,19920219,209
27233,94010,512898,4599,19920219,257
27233,94010,65327,12032,19920219,587
27233,94010,550418,15651,19920219,117
27234,217705,425712,16326,19931219,667
27235,150584,340256,8274,19940709,742
27235,150584,82153,15372,19940709,32
27235,150584,132158,5281,19940709,461
27235,150584,578481,1694,19940709,583
27235,150584,123232,10839,19940709,879
27235,150584,547954,9009,19940709,1022
27236,55045,167657,15358,19970203,764
27236,55045,196894,10994,19970203,586
27236,55045,196156,4345,19970203,51
27236,55045,389716,2380,19970203,814
27236,55045,346266,466,19970203,266
27237,212473,556020,4062,19941002,288
27237,212473,20469,8882,19941002,626
27237,212473,214991,4066,19941002,765
27237,212473,141391,5198,19941002,874
27237,212473,350035,13159,19941002,873
27237,212473,37523,9527,19941002,743
27237,212473,32564,11086,19941002,215
27238,105382,101515,13393,19940526,151
27239,223321,325087,3645,19950325,577
27264,22888,332246,17210,19960607,26
27264,22888,449375,1165,19960607,41
27264,22888,440366,9386,19960607,499
