SUPPKEY,NAME,ADDRESS,CITY,NATION,REGION,PHONE
4256,866,201,583,634,541,433
4257,344,125,41,534,555,148
4258,483,51,474,653,977,239
4259,191,739,873,16,648,634
4260,553,162,278,1013,484,880
4261,639,1007,15,606,500,620
4262,726,97,207,357,121,127
4263,874,89,424,442,464,460
4264,669,38,875,83,647,641
4265,863,753,761,126,269,684
4266,543,232,979,52,933,279
4267,865,36,59,519,441,14
4268,432,321,216,1003,770,243
4269,233,504,958,456,559,994
4270,916,255,593,856,839,623
4271,199,106,359,756,128,135
4272,192,478,126,621,408,586
4273,942,274,730,704,582,505
4274,623,673,802,171,789,231
4275,453,574,433,871,619,62
4276,412,868,666,613,118,354
4277,765,890,945,297,487,288
4278,249,978,879,4,28,431
4279,566,737,972,190,672,456
4280,795,573,901,585,360,180
4281,628,623,852,602,352,585
4282,632,11,55,279,192,798
4283,112,428,638,217,615,860
4284,260,831,840,967,835,431
4285,596,904,52,803,108,718
4286,461,763,204,369,858,230
4287,868,517,210,593,840,420
4288,837,693,435,634,94,816
4289,619,931,770,39,806,761
4290,249,656,199,618,342,865
4291,738,560,658,960,147,377
4292,920,961,76,844,362,84
4293,13,196,667,617,756,487
4294,480,888,864,319,713,901
4295,514,534,446,494,189,942
4296,993,696,846,210,969,522
4297,540,722,214,601,128,111
4298,429,59,330,257,203,269
4299,598,270,334,89,36,574
4300,95,436,83,48,628,292
4301,83,291,46,477,101,435
4302,182,932,780,299,98,886
4303,732,9,71,630,320,827
4304,218,66,142,480,16,662
4305,273,79,763,238,217,195
4306,316,592,664,570,933,959
4307,819,472,935,531,70,10
4308,230,923,448,386,369,391
4309,488,265,861,57,531,392
4310,777,93,994,68,979,676
4311,297,642,608,772,820,289
4312,1000,459,443,447,418,161
4313,247,437,571,910,288,253
4314,310,973,534,25,849,158
4315,1002,43,459,610,426,752
4316,604,324,336,111,278,350
4317,124,509,430,836,948,644
4318,669,766,250,382,665,582
4319,75,318,923,444,1003,798
4320,119,798,3,944,198,787
4321,729,151,231,190,943,780
4322,510,940,836,1005,3,159
4323,784,399,915,1015,990,928
4324,336,187,276,596,542,314
4325,238,227,345,501,347,977
4326,1012,183,769,460,457,322
4327,930,544,342,937,670,497
4328,7,7,204,1000,158,283
4329,848,19,359,722,53,694
4330,673,90,620,233,234,660
4331,591,208,378,1005,66,402
4332,371,635,664,35,958,113
4333,614,799,630,348,1014,726
4334,781,736,25,407,258,933
4335,915,820,119,462,978,667
4336,450,240,328,329,361,397
4337,299,687,811,600,447,35
4338,419,290,900,125,841,45
4339,246,794,26,553,43,594
4340,187,147,382,100,295,129
4341,60,833,196,1021,457,94
4342,874,937,413,915,390,530
4343,617,380,918,835,606,730
4344,730,50,811,549,833,810
4345,488,948,865,1019,811,149
4346,946,978,736,968,964,279
4347,944,225,122,672,550,669
4348,79,292,190,282,76,112
4349,840,895,50,177,7,422
4350,920,743,474,845,266,913
4351,388,273,134,190,500,221
4352,47,59,615,708,911,316
4353,870,327,538,51,79,464
4354,379,168,685,48,561,491
4355,100,1010,430,88,597,877
4356,592,273,364,309,708,173
4357,493,738,981,206,297,794
4358,860,437,777,998,716,673
4359,757,702,389,268,365,1009
4360,700,780,218,880,112,52
4361,863,1,432,767,191,507
4362,987,534,65,736,273,713
4363,12,464,571,108,620,902
4364,499,278,155,922,345,422
4365,256,174,878,262,958,341
4366,885,730,608,289,4,363
4367,960,162,664,335,791,760
4368,376,261,825,288,295,999
4369,748,421,429,876,703,602
4370,194,398,951,99,1015,890
4371,853,993,81,886,82,244
4372,926,52,475,672,645,72
4373,874,1021,317,884,991,287
4374,698,519,534,133,629,742
4375,719,866,1023,604,906,377
4376,611,521,73,114,328,577
4377,120,490,990,542,280,527
4378,291,706,341,370,925,140
4379,963,800,204,394,798,508
4380,340,653,767,409,995,474
4381,603,871,137,239,336,94
4382,124,676,1020,387,453,745
4383,742,283,1019,388,976,387
4384,864,839,674,615,500,879
4385,702,116,361,816,42,957
4386,839,326,455,563,337,427
4387,247,195,501,431,797,460
4388,797,331,797,1020,836,734
4389,283,410,963,851,1000,296
4390,457,594,227,431,854,33
4391,723,49,646,416,238,946
4392,450,706,373,768,646,397
4393,849,580,1023,223,776,208
4394,567,826,291,468,160,792
4395,583,345,420,662,109,344
4396,857,539,357,762,849,422
4397,27,756,932,710,696,890
4398,102,756,194,543,824,515
4399,569,1022,536,146,159,801
4400,652,187,365,632,676,704
4401,688,504,502,999,58,692
4402,356,443,368,564,23,353
4403,371,674,489,785,614,294
4404,640,849,206,207,437,603
4405,115,1004,39,493,808,386
4406,456,664,490,683,931,223
4407,242,105,474,339,227,267
4408,552,853,87,348,431,265
4409,998,910,126,104,313,59
4410,969,126,626,707,593,200
4411,238,593,936,383,681,807
4412,873,915,746,664,505,310
4413,550,494,375,942,615,77
4414,76,956,446,1,604,469
4415,973,253,374,783,180,637
4416,308,541,684,66,874,934
4417,442,542,546,915,970,288
4418,564,536,232,501,1015,471
4419,544,726,21,845,131,513
4420,464,864,684,503,365,902
4421,699,785,620,722,211,374
4422,877,913,415,759,360,751
4423,501,141,376,579,964,121
4424,711,400,658,644,409,555
4425,1000,255,251,644,110,893
4426,363,564,85,494,906,858
4427,268,222,266,1019,792,676
4428,804,802,447,687,260,296
4429,53,958,858,526,495,496
4430,287,110,88,409,659,149
4431,115,31,988,53,682,74
4432,783,807,313,728,378,172
4433,829,866,41,182,642,351
4434,472,187,103,379,202,972
4435,995,92,71,523,640,833
4436,823,381,375,269,119,514
4437,392,564,69,507,319,819
4438,713,320,215,570,873,450
4439,467,973,411,314,708,248
4440,828,800,607,240,135,459
4441,543,749,668,200,1010,384
4442,982,512,192,303,735,358
4443,584,328,683,524,660,959
4444,884,655,251,208,149,555
4445,787,925,638,106,170,560
4446,795,108,865,1004,932,958
4447,765,196,957,145,816,511
4448,172,336,450,803,374,409
4449,294,302,14,893,26,991
4450,65,309,749,902,1007,2
4451,684,861,4,534,716,302
4452,189,472,496,487,800,29
4453,743,695,446,710,376,335
4454,136,811,866,117,769,559
4455,201,141,311,141,824,698
4456,996,842,706,485,349,336
4457,674,775,624,906,76,87
4458,406,795,867,726,846,827
4459,176,903,307,549,499,72
4460,37,572,236,446,876,347
4461,498,965,324,606,751,992
4462,879,912,707,905,175,408
4463,325,850,575,454,389,193
4464,1010,845,321,567,845,690
4465,475,494,597,390,86,952
4466,72,807,409,296,941,795
4467,524,663,985,10,458,261
4468,865,550,822,461,393,500
4469,867,817,708,316,27,447
4470,55,119,342,833,845,992
4471,737,555,728,670,547,517
4472,726,462,643,199,690,565
4473,199,142,51,284,969,135
4474,739,106,605,147,885,21
4475,382,792,530,849,570,425
4476,127,1011,507,97,365,695
4477,964,703,723,1002,236,262
4478,2,907,889,58,47,535
4479,856,350,36,228,542,434
4480,173,840,952,327,672,1013
4481,424,626,791,449,554,587
4482,737,313,473,440,588,22
4483,83,831,445,607,953,367
4484,697,969,5,261,485,982
4485,121,960,284,683,920,478
4486,716,455,220,766,609,432
4487,143,165,842,997,877,390
4488,118,621,867,889,1010,422
4489,929,67,14,134,143,234
4490,104,966,921,741,854,375
4491,324,300,882,485,556,285
4492,815,304,684,863,795,427
4493,682,403,656,830,958,2
4494,504,390,149,412,774,761
4495,353,784,187,777,167,540
4496,643,108,370,614,745,990
4497,372,687,472,793,429,435
4498,912,545,172,122,375,168
4499,789,560,239,188,124,935
4500,417,817,601,985,543,483
4501,1008,482,77,868,195,360
4502,192,878,311,388,848,704
4503,587,452,569,362,941,64
4504,251,751,1003,914,644,875
4505,835,749,416,492,699,315
4506,785,201,359,641,852,253
4507,553,879,824,657,1019,414
4508,25,207,685,1000,717,489
4509,610,986,104,272,339,716
4510,296,862,502,250,924,418
4511,499,77,420,247,839,616
4512,222,635,784,624,125,105
4513,926,665,333,279,345,90
4514,197,571,815,797,736,323
4515,229,604,667,885,880,704
4516,946,184,493,631,607,126
4517,65,203,177,270,718,439
4518,426,1010,190,39,714,478
4519,169,675,960,339,455,180
4520,998,477,874,188,399,661
4521,441,550,481,695,370,902
4522,544,321,545,153,467,96
4523,775,340,265,211,897,986
4524,255,207,904,371,86,134
4525,840,314,387,333,259,457
4526,612,820,587,198,739,20
4527,529,301,151,417,349,1003
4528,241,677,672,922,576,749
4529,998,620,834,695,96,46
4530,392,415,513,208,601,257
4531,888,411,755,497,1012,520
4532,973,797,833,532,524,164
4533,701,456,741,74,884,248
4534,378,899,523,915,855,991
4535,168,875,796,366,566,862
4536,445,463,809,924,124,867
4537,812,211,881,1012,329,514
4538,984,549,612,1015,653,388
4539,398,531,973,386,272,433
4540,404,782,54,714,214,190
4541,190,145,93,837,141,710
4542,583,37,788,954,413,489
4543,1015,687,322,544,879,44
4544,705,674,885,200,824,674
4545,295,690,941,306,510,183
4546,139,466,865,688,228,172
4547,348,55,430,553,831,838
4548,521,274,427,726,837,718
4549,606,125,471,126,519,725
4550,353,501,781,494,887,1023
4551,305,291,682,406,698,228
4552,190,475,661,897,586,1008
4553,445,14,518,767,989,603
4554,672,374,764,449,1021,155
4555,993,884,15,354,314,569
4556,382,964,429,113,231,711
4557,307,776,599,637,759,72
4558,532,505,509,600,854,488
4559,703,378,992,717,39,169
4560,802,318,36,851,884,725
4561,203,309,735,139,456,413
4562,511,540,294,258,53,673
4563,902,301,314,900,922,821
4564,769,827,349,477,670,1012
4565,422,782,946,786,588,455
4566,787,665,978,641,865,1002
4567,442,651,295,326,516,160
4568,545,460,250,618,689,559
4569,755,855,963,664,993,361
4570,960,83,866,722,816,591
4571,138,489,764,821,150,215
4572,88,897,597,747,128,781
4573,963,799,652,958,256,1006
4574,812,375,173,533,13,972
4575,238,374,66,60,989,929
4576,201,556,870,973,241,351
4577,453,641,241,328,836,152
4578,91,652,48,661,239,720
4579,133,829,807,867,158,435
4580,567,1019,94,164,923,85
4581,468,120,263,202,858,861
4582,109,311,371,981,595,824
4583,707,953,862,303,721,876
4584,24,541,967,223,37,660
4585,779,868,438,34,977,511
4586,87,889,362,473,676,171
4587,519,644,826,562,507,894
4588,876,433,464,345,499,177
4589,184,399,789,479,428,541
4590,234,1022,36,917,409,854
4591,290,188,107,611,703,668
4592,413,567,1001,448,583,475
4593,596,33,799,205,213,828
4594,874,18,461,100,233,452
4595,463,485,759,789,154,546
4596,993,998,976,55,37,984
4597,860,282,723,130,454,84
4598,150,46,440,392,919,734
4599,509,74,31,733,735,352
4600,630,544,627,752,812,55
4601,760,814,96,453,175,962
4602,910,567,223,373,562,276
4603,46,854,565,456,272,142
4604,210,880,372,438,940,88
4605,237,574,293,833,97,499
4606,506,205,201,935,127,620
4607,911,546,654,204,324,743
4608,100,238,64,291,523,750
4609,787,519,575,342,54,931
4610,104,831,872,992,185,481
4611,935,323,354,493,40,218
4612,846,223,220,767,901,598
4613,688,413,603,43,329,61
4614,904,814,705,523,255,166
4615,642,186,786,145,41,638
4616,966,920,501,503,332,13
4617,423,897,112,319,71,672
4618,824,329,95,651,470,497
4619,331,209,303,160,273,644
4620,533,937,352,595,153,486
4621,550,471,966,826,255,141
4622,755,209,979,262,985,457
4623,574,277,755,233,686,114
4624,647,687,291,736,494,654
4625,188,299,633,721,454,255
4626,556,841,881,569,180,933
4627,367,671,119,701,672,308
4628,628,315,218,799,981,27
4629,542,1022,535,221,259,826
4630,745,1002,346,908,704,531
4631,462,631,304,893,875,559
4632,748,29,512,235,447,696
4633,359,747,896,736,885,940
4634,431,902,42,880,294,260
4635,738,129,313,525,1013,264
4636,735,620,637,438,946,775
4637,331,518,125,896,596,293
4638,670,560,317,12,561,199
4639,319,241,648,996,807,379
4640,565,88,727,113,225,554
4641,58,439,183,871,1023,746
4642,695,169,268,556,685,118
4643,788,774,117,290,254,262
4644,572,191,612,149,959,423
4645,42,345,392,721,989,862
4646,966,91,729,386,800,430
4647,717,448,1009,264,987,672
4648,32,312,706,569,679,145
4649,18,13,733,566,102,654
4650,517,548,560,992,260,147
4651,577,268,750,508,882,802
4652,336,704,879,375,356,125
4653,173,3,112,650,16,731
4654,846,555,434,670,136,66
4655,929,555,342,106,477,861
4656,815,791,937,21,314,792
4657,743,332,18,210,823,817
4658,771,321,871,568,622,274
4659,861,569,374,956,726,744
4660,708,26,510,132,327,797
4661,697,90,476,701,247,221
4662,902,685,258,48,553,713
4663,117,207,55,65,204,313
4664,858,187,658,556,484,326
4665,783,705,559,561,197,233
4666,800,771,479,335,960,5
4667,777,490,554,594,127,801
4668,187,203,216,449,899,125
4669,818,948,253,614,145,139
4670,495,467,316,998,906,214
4671,254,358,195,285,254,615
4672,442,832,560,841,298,871
4673,423,936,203,137,160,1018
4674,762,859,574,224,390,281
4675,628,719,224,957,852,300
4676,427,1017,296,286,427,588
4677,51,868,490,871,969,235
4678,361,378,166,317,501,373
4679,588,183,408,559,764,835
4680,802,997,482,710,833,963
4681,968,915,877,482,318,240
4682,681,803,306,908,927,255
4683,307,283,272,68,832,922
4684,557,376,496,946,64,447
4685,371,81,665,581,754,627
4686,858,708,349,421,838,955
4687,529,326,232,512,1009,82
4688,803,864,321,868,958,937
4689,686,478,6,102,895,271
4690,359,309,867,696,750,910
4691,284,879,202,986,832,399
4692,71,753,242,495,660,633
4693,85,800,353,767,445,957
4694,86,961,758,606,663,609
4695,900,447,886,540,273,524
4696,563,346,826,174,401,364
4697,774,20,145,793,906,977
4698,894,604,879,727,527,981
4699,119,818,373,680,624,386
4700,163,705,717,506,623,440
4701,785,822,158,480,860,919
4702,997,477,368,532,715,627
4703,174,942,572,512,119,614
4704,548,625,216,95,491,844
4705,704,768,774,499,496,387
4706,390,191,795,168,126,863
4707,366,892,998,482,581,69
4708,304,245,720,507,840,660
4709,871,336,552,58,406,309
4710,301,768,949,81,883,828
4711,459,477,344,965,245,232
4712,243,170,914,152,96,434
4713,889,944,434,802,611,727
4714,620,150,766,237,189,761
4715,645,454,276,431,231,372
4716,329,865,349,367,678,142
4717,763,1005,588,976,588,899
4718,670,527,513,641,423,1006
4719,830,230,976,1004,245,1017
4720,11,649,526,883,442,323
4721,855,173,330,409,1002,279
4722,124,1006,464,263,608,61
4723,277,657,2,425,205,989
4724,1020,76,353,436,272,638
4725,153,728,794,566,290,561
4726,356,969,648,699,123,64
4727,8,104,11,23,1007,961
4728,940,563,809,70,608,346
4729,730,334,949,360,186,53
4730,179,1003,31,762,507,317
4731,527,716,527,489,994,378
4732,490,270,264,704,100,836
4733,302,404,140,954,32,844
4734,299,729,225,575,875,764
4735,432,799,93,693,877,541
4736,833,504,97,219,733,630
4737,778,8,569,745,415,191
4738,91,838,694,227,617,384
4739,177,358,756,763,966,891
4740,279,753,521,706,91,111
4741,400,445,37,760,898,120
4742,892,167,947,285,442,883
4743,111,621,825,912,1,678
4744,95,820,539,589,219,361
4745,395,955,452,851,713,568
4746,364,706,123,763,150,795
4747,444,733,798,689,104,667
4748,441,971,13,1008,634,572
4749,809,405,938,43,551,168
4750,271,621,809,500,762,487
4751,581,773,124,860,773,398
4752,247,152,959,698,956,428
4753,415,305,609,131,929,712
4754,790,792,246,832,233,415
4755,367,643,118,84,298,119
4756,753,771,867,200,202,405
4757,529,517,582,281,854,161
4758,776,100,761,224,287,504
4759,16,974,301,923,84,55
4760,451,1014,794,312,81,840
4761,125,714,505,558,218,596
4762,620,947,918,399,389,886
4763,358,622,466,251,902,728
4764,752,1022,109,780,301,421
4765,815,197,429,1002,70,28
4766,456,1015,825,340,412,61
4767,551,707,706,926,235,615
4768,395,572,438,724,754,279
4769,1017,947,583,44,896,859
4770,70,128,624,324,229,356
4771,762,980,595,755,339,713
4772,1019,589,537,544,466,849
4773,285,600,805,271,872,739
4774,68,794,377,890,590,576
4775,770,157,786,297,373,736
4776,636,365,1005,658,236,125
4777,518,166,1000,867,196,819
4778,815,69,834,676,658,310
4779,362,375,646,886,408,953
4780,161,225,830,189,72,374
4781,3,68,141,508,220,396
4782,975,863,381,963,223,662
4783,156,633,362,165,400,685
4784,118,467,591,723,729,148
4785,266,861,787,351,914,132
4786,318,624,696,482,523,881
4787,888,950,251,778,133,1021
4788,347,382,109,331,436,469
4789,580,531,91,332,545,652
4790,570,465,864,742,423,881
4791,830,739,275,389,878,911
4792,983,547,865,638,260,341
4793,262,264,734,900,217,798
4794,873,989,752,690,116,48
4795,258,932,151,752,801,547
4796,131,299,198,214,0,144
4797,877,355,642,919,174,595
4798,66,667,792,961,409,360
4799,889,696,571,132,693,397
4800,174,918,783,452,593,29
4801,330,155,257,930,54,719
4802,270,137,616,273,512,803
4803,52,979,612,470,998,1004
4804,128,343,348,279,73,424
4805,738,280,472,770,559,81
4806,845,894,656,403,916,177
4807,614,759,321,825,663,384
4808,14,584,502,652,24,735
4809,896,333,422,47,673,967
4810,222,36,30,385,749,426
4811,946,824,583,398,814,734
4812,980,257,543,483,1007,97
4813,1020,978,129,773,832,441
4814,112,582,786,613,316,428
4815,679,287,636,550,286,432
4816,77,630,860,427,482,502
4817,496,117,407,303,848,483
4818,679,200,471,779,414,188
4819,522,689,79,57,338,137
4820,694,540,1021,570,242,179
4821,970,139,214,475,926,221
4822,163,310,815,822,677,354
4823,871,708,848,4,829,365
4824,716,462,295,574,391,962
4825,567,547,821,24,22,166
4826,671,153,1003,30,699,878
4827,17,478,264,102,895,793
4828,529,180,614,222,829,538
4829,262,571,116,242,907,652
4830,11,696,299,230,1003,303
4831,597,899,912,462,932,321
4832,162,961,900,240,987,201
4833,548,53,275,119,338,202
4834,871,934,886,615,141,723
4835,137,876,309,222,797,950
4836,613,943,74,320,562,453
4837,980,170,329,512,338,539
4838,398,138,510,341,565,15
4839,772,37,835,54,718,991
4840,804,488,591,865,814,455
4841,657,402,31,579,119,958
4842,236,1004,570,308,770,541
4843,844,401,77,416,56,410
4844,190,299,903,715,464,761
4845,576,644,693,142,561,727
4846,241,503,600,133,919,98
4847,986,260,190,974,418,376
4848,319,162,265,1019,61,565
4849,547,153,363,362,928,895
4850,350,287,675,477,224,955
4851,945,33,881,14,705,222
4852,680,973,650,187,537,698
4853,138,236,239,415,360,33
4854,243,896,466,707,273,41
4855,323,719,489,458,48,170
4856,910,804,53,486,719,840
4857,271,18,940,557,305,662
4858,373,404,764,664,591,126
4859,96,142,686,795,332,631
4860,986,1012,269,989,781,542
4861,17,857,55,946,387,591
4862,802,394,815,457,220,830
4863,811,953,401,796,896,805
4864,914,189,197,1006,988,672
4865,963,20,47,811,539,349
4866,943,346,401,71,117,174
4867,861,289,563,485,951,749
4868,586,652,388,224,481,135
4869,197,581,205,272,88,468
4870,392,617,397,32,505,101
4871,331,774,649,738,268,437
4872,2,796,531,640,888,66
4873,455,834,978,295,352,808
4874,47,1019,595,725,119,710
4875,74,662,677,676,976,389
4876,610,836,138,791,861,690
4877,878,718,791,861,993,8
4878,938,678,434,803,1,495
4879,364,675,546,740,489,678
4880,625,352,1015,187,887,860
4881,764,760,957,613,314,124
4882,652,192,851,417,226,61
4883,129,51,283,728,768,1002
4884,960,191,104,950,649,47
4885,912,473,46,473,91,585
4886,984,105,351,144,515,732
4887,237,508,552,723,819,558
4888,793,342,338,706,1002,704
4889,44,568,651,978,757,978
4890,859,9,39,541,871,646
4891,184,45,947,241,366,168
4892,665,226,683,912,361,58
4893,865,456,712,200,156,616
4894,395,400,199,802,544,655
4895,757,468,215,269,72,302
4896,580,865,659,965,466,633
4897,179,885,269,597,380,265
4898,1004,702,894,222,640,407
4899,203,791,256,216,386,769
4900,844,825,199,17,200,503
4901,548,982,754,758,182,165
4902,122,388,871,954,682,948
4903,687,813,934,4,787,586
4904,545,830,499,531,449,555
4905,960,835,929,155,247,538
4906,676,47,45,731,551,662
4907,268,140,292,235,400,472
4908,360,132,272,2,964,592
4909,82,689,510,842,36,277
4910,939,602,355,260,885,271
4911,712,168,812,710,68,259
4912,764,602,329,390,609,71
4913,375,387,164,155,571,339
4914,130,415,79,163,347,185
4915,313,704,909,373,946,634
4916,1017,456,262,83,643,743
4917,750,851,206,122,99,992
4918,699,319,1006,516,844,678
4919,690,263,429,850,149,740
4920,981,209,246,739,952,906
4921,542,730,274,587,33,569
4922,437,545,602,554,858,448
4923,268,84,170,69,890,438
4924,89,496,527,400,630,265
4925,972,641,461,795,281,263
4926,676,1001,659,669,603,978
4927,51,8,879,321,895,715
4928,994,960,22,771,335,222
4929,807,442,725,604,816,606
4930,240,541,42,380,196,327
4931,1017,445,730,951,20,45
4932,283,607,338,219,298,687
4933,66,667,673,355,1023,468
4934,329,375,735,174,169,407
4935,208,40,814,740,288,229
4936,149,972,605,498,830,1008
4937,648,834,211,379,435,395
4938,208,564,39,129,478,408
4939,109,678,393,501,523,454
4940,857,298,455,800,227,1018
4941,575,964,669,818,309,188
4942,996,556,244,902,596,434
4943,983,9,835,231,497,403
4944,16,87,520,624,89,169
4945,98,947,358,195,214,429
4946,912,351,274,915,893,746
4947,369,702,791,908,812,106
4948,130,616,101,824,934,92
4949,593,1013,743,736,522,901
4950,16,413,924,33,487,460
4951,756,1007,934,471,458,927
4952,863,83,514,609,832,755
4953,807,320,336,561,977,576
4954,768,660,974,639,114,950
4955,889,1022,431,116,647,773
4956,294,18,715,501,762,490
4957,226,133,654,651,982,85
4958,932,32,241,840,882,590
4959,532,199,142,714,70,699
4960,72,15,674,768,479,760
4961,585,240,956,193,341,455
4962,861,507,985,447,931,731
4963,221,782,527,656,776,469
4964,325,201,879,257,626,572
4965,523,1012,373,739,836,256
4966,373,689,184,563,932,770
4967,363,961,680,114,9,1022
4968,648,194,502,167,812,237
4969,289,50,1003,925,953,975
4970,206,683,66,403,958,656
4971,124,37,178,711,386,599
4972,540,14,281,628,829,805
4973,132,703,74,537,414,160
4974,89,887,719,638,971,263
4975,709,790,916,379,141,536
4976,553,357,692,349,767,450
4977,743,237,728,129,182,424
4978,166,575,60,364,810,144
4979,988,917,787,238,448,170
4980,541,12,25,342,289,447
4981,731,430,653,762,858,676
4982,288,597,602,169,286,980
4983,972,158,939,396,353,329
4984,13,532,132,206,416,479
4985,383,900,498,168,999,549
4986,628,139,896,717,1011,11
4987,82,12,694,279,85,301
4988,919,363,741,668,612,405
4989,1004,545,805,220,386,281
4990,944,238,459,700,4,279
4991,533,66,634,159,508,750
4992,270,427,163,517,757,33
4993,1006,291,20,392,181,693
4994,239,418,212,1016,516,931
4995,652,413,757,300,710,169
4996,524,51,524,22,351,139
4997,893,839,928,969,542,479
4998,216,696,323,419,591,225
4999,126,89,191,678,129,94
5000,520,445,66,925,385,891
5001,222,606,603,478,821,980
5002,216,818,279,103,412,58
5003,291,430,59,989,365,496
5004,335,316,908,253,52,205
5005,333,762,305,605,176,935
5006,834,728,133,165,302,791
5007,530,825,553,168,221,934
5008,25,268,479,374,774,474
5009,979,223,300,350,885,900
5010,363,123,553,376,847,794
5011,1017,592,897,461,551,406
5012,398,746,147,435,306,847
5013,83,834,493,134,166,742
5014,830,455,391,948,791,761
5015,670,107,907,279,560,873
5016,24,404,444,700,239,915
5017,314,907,291,103,829,1019
5018,722,988,520,705,373,648
5019,17,633,364,98,281,131
5020,558,133,213,312,553,332
5021,70,576,698,949,346,464
5022,910,423,187,70,663,219
5023,299,229,183,17,1008,975
5024,145,26,379,918,56,486
5025,436,578,429,324,707,511
5026,527,255,850,598,487,900
5027,410,936,212,166,600,198
5028,883,165,804,581,596,200
5029,60,745,198,830,592,362
5030,849,158,440,789,372,1015
5031,213,262,369,119,572,755
5032,343,172,875,890,584,287
5033,779,446,284,780,499,31
5034,58,900,480,730,144,574
5035,830,494,748,600,415,680
5036,511,821,719,239,659,33
5037,610,414,283,227,930,872
5038,562,944,213,303,309,457
5039,436,223,71,680,221,517
5040,799,583,896,774,211,590
5041,462,370,454,785,76,568
5042,550,865,921,946,895,867
5043,225,269,873,548,769,507
5044,501,564,80,773,662,684
5045,800,559,638,384,773,949
5046,708,590,623,20,233,828
5047,1014,502,191,1019,407,871
5048,495,190,75,70,122,565
5049,568,945,554,555,538,243
5050,247,1006,940,745,546,847
5051,333,722,650,510,950,272
5052,608,213,803,45,973,554
5053,530,620,238,879,709,760
5054,356,73,157,948,168,320
5055,61,930,121,95,833,229
5056,57,546,49,235,255,1
5057,977,437,337,669,668,981
5058,183,721,270,176,798,497
5059,14,27,282,236,538,678
5060,283,314,767,540,789,233
5061,349,52,259,83,320,962
5062,780,305,79,397,1004,500
5063,25,187,393,806,742,350
5064,268,551,964,513,825,540
5065,989,860,853,637,818,630
5066,695,78,448,427,205,112
5067,733,293,513,211,267,644
5068,87,490,479,249,287,237
5069,459,20,366,650,241,421
5070,543,349,671,926,269,631
5071,349,394,714,511,433,673
5072,299,594,702,202,645,118
5073,520,640,451,800,614,14
5074,93,400,485,704,711,832
5075,286,715,161,340,976,201
5076,121,614,368,479,770,749
5077,0,329,695,758,344,841
5078,913,455,42,554,459,605
5079,172,909,838,1020,522,372
5080,202,808,103,250,897,242
5081,469,186,178,911,669,488
5082,338,18,686,347,615,718
5083,697,395,1011,448,259,4
5084,538,130,209,490,138,415
5085,214,686,530,37,26,978
5086,347,583,706,93,868,159
5087,223,517,613,591,113,158
5088,545,514,249,422,676,361
5089,607,90,625,47,579,878
5090,651,559,148,303,162,40
5091,411,777,83,535,117,974
5092,493,269,664,1018,674,879
5093,782,623,927,262,1021,904
5094,880,269,354,986,276,685
5095,684,585,670,800,985,670
5096,275,392,928,625,895,397
5097,293,716,576,139,780,244
5098,1011,480,33,471,756,152
5099,625,637,400,185,913,721
5100,519,169,337,144,158,1000
5101,251,61,598,531,625,503
5102,331,849,375,62,261,170
5103,206,651,223,103,949,939
5104,130,684,272,936,122,746
5105,555,855,648,920,246,487
5106,235,938,735,27,136,507
5107,603,892,839,614,875,892
5108,873,912,633,453,324,696
5109,679,928,606,882,784,180
5110,750,841,995,796,103,989
5111,780,475,669,343,288,73
5112,457,1021,978,907,196,654
5113,776,389,458,146,49,176
5114,58,700,907,21,375,27
5115,875,703,949,883,907,39
5116,988,172,704,632,555,261
5117,429,581,662,520,98,436
5118,822,121,607,873,682,195
5119,942,268,415,62,961,265
5120,961,800,384,132,196,801
5121,633,34,1013,339,614,477
5122,654,206,254,696,952,883
5123,876,296,329,244,19,617
5124,748,784,223,638,649,815
5125,561,79,864,580,986,418
5126,496,416,141,999,784,908
5127,961,536,397,593,596,860
5128,518,297,180,787,616,358
5129,989,290,960,981,448,753
5130,921,317,970,167,549,843
5131,946,199,687,209,14,103
5132,72,575,594,774,490,597
5133,430,990,357,81,302,852
5134,947,78,626,643,801,888
5135,93,980,601,391,75,77
5136,846,158,865,430,514,877
5137,453,808,535,1023,579,541
5138,990,624,650,281,383,177
5139,392,885,740,18,565,448
5140,726,221,795,29,394,905
5141,938,33,582,711,367,894
5142,857,918,878,144,518,435
5143,225,594,112,56,43,856
5144,965,669,911,600,287,741
5145,215,972,560,208,134,1
5146,589,174,291,1,8,304
5147,219,863,963,486,500,2
5148,656,430,305,54,79,281
5149,889,686,913,119,707,858
5150,432,138,265,558,862,627
5151,395,359,244,723,747,475
5152,306,427,66,616,822,500
5153,331,506,741,978,110,785
5154,81,65,931,479,525,983
5155,101,457,674,881,514,322
5156,221,626,90,181,577,983
5157,682,551,581,217,877,942
5158,933,480,874,79,591,439
5159,217,442,770,724,645,959
5160,870,580,602,263,59,551
5161,220,532,985,522,802,246
5162,173,699,796,266,481,35
5163,652,304,377,219,49,453
5164,1020,531,203,427,224,666
5165,719,625,631,748,977,236
5166,31,471,31,115,709,418
5167,354,803,982,973,895,419
5168,226,629,45,254,526,634
5169,187,21,36,603,518,928
5170,427,93,206,383,388,65
5171,117,21,271,733,1002,436
5172,136,476,913,946,515,747
5173,430,93,283,960,48,42
5174,29,193,976,920,717,953
5175,567,228,615,720,752,930
5176,1010,928,348,634,532,619
